Seed,ID,Energy,Psi(deg),Impact(km),Ground(km),Triggered,Psi(deg),Impact(km),Ground(km),Cherenkov,Psi(deg),Impact(km),Ground(km)
3,32,5.00E+20,76.812856,9.680718,9.992631,1,76.558128,9.646575,9.968957,1,77.692351,9.90301,10.182368
3,33,5.09E+19,81.55733,9.942318,10.083522,1,86.993667,10.762016,10.789423,0,0,0,0
3,34,6.04E+20,95.915858,22.407228,22.50475,1,75.903736,15.509044,16.049149,1,90.676846,20.388937,20.388941
3,35,1.53E+19,92.088412,31.433245,31.447473,1,79.878837,25.337297,25.774341,1,90.879771,30.728307,30.729507
3,36,8.19E+19,120.264777,34.443111,39.762068,1,100.471484,27.598196,28.029354,1,175.415597,43.680476,544.005679
3,37,2.96E+19,124.710328,32.583776,39.497743,1,78.381605,16.858244,17.253728,0,0,0,0
3,38,7.22E+20,59.867586,32.347201,37.519393,1,62.16811,33.981137,38.533607,0,0,0,0
3,39,7.41E+19,110.515507,31.896152,33.965731,1,85.608298,22.484877,22.571046,1,120.877904,34.851878,40.462985
3,40,3.30E+20,14.315208,23.417177,95.493144,1,15.620206,25.769985,96.423327,0,0,0,0
3,41,3.69E+19,75.504492,24.583258,25.445165,1,70.943984,22.129095,23.483507,1,74.447178,23.899474,24.86552
3,42,1.22E+20,86.288114,36.473342,36.563541,1,78.850974,31.407265,32.051444,1,85.842042,35.741072,35.850492
3,43,4.34E+20,66.510672,27.528139,30.103388,1,65.244063,26.419277,29.186274,1,65.676143,26.784319,29.48504
3,44,9.52E+19,110.999503,34.351595,36.719067,1,87.114899,24.771203,24.813546,1,135.096145,42.037028,59.348688
3,45,8.23E+20,89.209527,38.738449,38.745411,1,66.619215,23.81172,26.029101,0,0,0,0
3,46,2.67E+20,89.116171,38.515273,38.524436,1,85.480693,36.253351,36.386672,1,93.580958,41.077825,41.14354
3,47,2.07E+18,100.764884,4.619671,4.663716,1,109.721068,5.100663,5.339567,0,0,0,0
3,48,2.46E+20,82.652435,3.399056,3.458978,1,84.231941,3.466768,3.510812,1,82.018124,3.364224,3.431637
3,49,2.60E+20,33.336629,11.120648,20.543801,1,33.079447,10.89139,20.265984,1,34.57925,11.859475,21.190088
3,50,3.18E+19,36.710432,21.811652,36.76129,1,35.701963,20.635021,35.64319,0,0,0,0
3,51,2.25E+20,80.265182,38.333406,38.928381,1,73.121304,32.568872,34.096514,0,0,0,0
3,52,1.88E+20,51.811252,19.073478,24.440517,1,55.186168,20.998693,25.72969,0,0,0,0
3,53,8.68E+18,102.686783,14.283192,14.577522,1,98.552192,13.558864,13.670493,0,0,0,0
3,54,3.05E+19,89.621574,19.268003,19.270791,1,89.928165,19.352761,19.354066,1,96.879539,21.37333,21.505075
3,55,2.10E+20,89.512295,28.337519,28.340958,1,72.912719,20.254057,21.251889,0,0,0,0
3,56,2.50E+19,81.046408,36.024496,36.501737,1,75.577354,32.081615,33.178873,1,125.908812,63.893109,78.737086
3,57,2.15E+19,123.875777,22.058639,26.433568,1,83.491424,12.975486,13.084317,1,119.523718,20.810509,23.802177
3,58,2.26E+19,139.075959,37.498074,56.909358,1,57.971206,12.236045,14.617255,0,0,0,0
3,59,1.50E+19,109.49124,22.740753,24.053215,1,83.885958,15.272499,15.382598,0,0,0,0
3,60,7.61E+20,98.242731,29.072819,29.346592,1,101.65471,30.357368,30.953803,1,99.211078,29.379241,29.729696
3,61,4.72E+19,61.600924,36.806536,41.963945,1,60.326737,35.405736,40.877938,1,84.466373,59.3051,59.604922
3,62,8.91E+20,158.922905,23.148898,63.816485,1,43.849764,4.074122,6.106156,0,0,0,0
3,63,6.79E+19,41.83198,21.380738,32.33137,1,42.680218,22.107438,32.87739,0,0,0,0
3,64,1.77E+20,74.207678,29.983636,31.218486,1,52.754674,16.366062,20.71585,0,0,0,0
3,65,1.40E+20,122.175534,37.272378,43.861141,1,121.91603,37.204966,43.659094,0,0,0,0
3,66,5.17E+20,90.342593,38.127524,38.127532,1,86.495302,35.736666,35.816555,1,167.055165,68.405467,304.486148
3,67,3.31E+19,130.031236,35.972237,46.742149,1,60.330355,12.072348,14.056382,0,0,0,0
3,68,1.26E+19,91.342423,19.91021,19.911993,1,70.709027,12.955884,13.798047,0,0,0,0
3,69,1.02E+20,70.696553,26.545049,28.282804,1,68.940134,25.73359,27.746593,0,0,0,0
3,70,1.93E+20,101.972792,30.702437,31.332102,1,86.389057,24.312886,24.378607,1,102.51313,30.651222,31.341658
3,71,6.13E+20,35.759377,28.693887,49.4117,1,35.676099,28.620596,49.386351,1,41.944308,36.907624,55.466086
3,72,4.99E+20,97.642054,13.719547,13.817003,1,96.615463,13.406577,13.474643,1,99.630842,13.938169,14.104768
3,73,1.69E+19,104.848924,22.989519,23.72974,1,110.196722,24.270525,25.785273,1,104.659126,22.74338,23.455363
3,74,6.88E+19,90.708135,38.049855,38.050806,1,71.151215,25.925285,27.463777,1,157.985965,66.967704,178.161992
3,75,3.97E+19,73.11359,17.405297,18.251627,1,68.226457,15.383181,16.646358,1,71.278529,16.564066,17.558603
3,76,2.80E+20,118.492198,28.485178,32.284944,1,119.439396,28.693623,32.817405,0,0,0,0
3,77,4.26E+18,109.362667,16.376056,17.284765,1,112.379957,16.885369,18.17492,1,111.108522,16.590221,17.703103
3,78,8.91E+20,131.991,27.470147,36.779869,1,128.774281,26.773946,34.182133,1,135.357722,27.850229,39.432221
3,79,9.83E+19,75.45937,14.369519,14.920259,1,75.540444,14.394469,14.939992,0,0,0,0
3,80,3.40E+20,96.672922,29.84384,30.0229,1,106.38568,33.534818,34.891805,0,0,0,0
3,81,1.93E+20,78.356871,21.560417,22.05576,1,77.363599,21.131412,21.702014,1,76.471769,20.816045,21.459435
3,82,2.41E+20,60.65886,32.748154,37.70584,1,60.302445,32.450104,37.497218,1,63.035063,34.837019,39.211608
3,83,6.46E+20,88.061107,37.331356,37.360126,1,91.653409,39.168726,39.179732,1,86.170339,35.833238,35.927517
3,84,2.83E+20,94.669878,32.426365,32.517341,1,92.762886,31.53931,31.566275,1,92.679709,31.490541,31.515591
3,85,1.05E+20,125.543038,22.856193,27.885337,1,121.791929,22.201497,25.943671,1,129.167053,23.196289,29.685808
3,86,9.19E+19,91.473705,38.451203,38.459283,1,70.054223,24.825667,26.483441,0,0,0,0
3,87,3.39E+20,65.251094,37.524647,41.415781,1,62.151852,34.46744,39.091865,1,85.141067,56.099662,56.319968
3,88,3.05E+20,85.799383,32.506385,32.609282,1,86.198454,32.694136,32.780166,1,99.578497,39.852953,40.383085
3,89,1.99E+20,90.281607,35.683531,35.68354,1,89.644107,35.24492,35.24741,1,97.902973,39.825294,40.179901
3,90,9.45E+18,98.314585,12.061431,12.160787,1,96.193894,11.727615,11.775633,1,97.117329,11.851049,11.918793
3,91,1.75E+20,110.03317,35.120428,37.307123,1,107.21499,33.839674,35.363084,1,108.504583,34.27698,36.076938
3,92,1.70E+20,175.642233,33.657948,440.333919,1,2.323895,0.019105,5.438732,0,0,0,0
3,93,2.07E+20,59.880258,39.166415,45.451838,1,56.867477,35.967854,43.143267,1,78.080331,58.329069,59.676923
3,94,2.12E+20,90.762077,33.294427,33.295239,1,89.851459,32.844516,32.845846,1,103.935624,39.83302,40.989311
3,95,8.20E+18,91.227399,17.954965,17.955913,1,75.25308,12.942772,13.437835,0,0,0,0
3,96,6.29E+20,109.183414,32.351425,34.184367,1,108.135747,31.750366,33.345119,1,116.514393,34.600739,38.568316
3,97,2.70E+19,96.479407,15.618974,15.697931,1,97.68463,15.652482,15.768598,0,0,0,0
3,98,3.66E+20,129.253833,31.292147,40.239306,1,122.521252,29.523468,34.880376,1,159.547788,35.664244,101.501107
3,99,7.45E+20,81.716753,31.066792,31.43303,1,76.252613,27.867247,28.753294,1,82.34693,31.277923,31.594703
3,100,2.95E+19,52.550518,19.618079,24.921452,1,51.139715,18.838766,24.413935,0,0,0,0
3,101,2.54E+20,58.266035,25.005984,29.604851,1,54.051935,21.873823,27.255592,1,61.012536,26.932399,30.96994
3,102,2.79E+20,91.371006,36.151572,36.157689,1,88.295807,34.115628,34.137263,1,94.168182,37.376294,37.461371
3,103,8.70E+20,89.566212,38.377957,38.382692,1,91.694446,39.675964,39.685298,0,0,0,0
3,104,1.42E+20,95.565603,17.557999,17.620901,1,100.238315,18.666027,18.929238,1,94.572347,17.291332,17.330197
3,105,1.53E+19,89.865232,13.488544,13.490534,1,89.176489,13.347381,13.353133,1,87.851232,13.08124,13.099477
3,106,9.79E+20,111.765476,26.528992,28.466468,1,84.612598,17.848519,17.952949,1,114.885255,27.035384,29.6879
3,107,7.17E+20,164.899872,8.58921,32.230107,1,6.389492,0.100749,2.712758,0,0,0,0
3,108,8.43E+19,65.245325,30.799039,34.056013,1,63.005618,29.143007,32.860709,1,165.622749,81.239735,326.00515
3,109,2.48E+19,56.188633,20.225376,24.557704,1,55.267291,20.109569,24.69503,0,0,0,0
3,110,8.72E+19,99.935763,19.301998,19.561846,1,99.409401,19.054099,19.281815,1,94.399681,17.761178,17.79939
3,111,2.40E+20,90.056148,39.756705,39.757117,1,87.859333,38.379623,38.415275,1,92.548259,41.276635,41.30829
3,112,1.17E+20,79.806287,28.861288,29.360838,1,75.784651,26.439351,27.32594,1,80.33477,28.934305,29.385692
3,113,1.32E+20,51.383559,25.730511,33.092608,1,51.180307,25.568037,32.979025,1,163.356897,104.833226,365.35269
3,114,1.45E+19,54.057196,8.3845,10.521076,1,55.240224,8.677285,10.719789,1,49.557936,7.472743,10.012143
3,115,9.68E+18,65.701237,15.330763,16.913421,1,65.31893,15.170998,16.790439,1,71.688732,17.566848,18.571854
3,116,2.55E+20,90.369759,5.880983,5.883215,1,91.280398,5.931837,5.932221,1,88.886922,5.722273,5.73073
3,117,5.41E+19,84.423337,38.312938,38.515186,1,69.230801,27.661947,29.660992,1,80.50866,35.11225,35.633597
3,118,4.13E+20,125.180911,10.863967,13.152204,1,125.86451,10.932211,13.34648,1,124.825132,10.732794,12.936615
3,119,1.54E+20,70.187591,21.191303,22.600189,1,53.373196,13.411208,16.865828,0,0,0,0
3,120,1.19E+20,130.547988,15.249768,19.894379,1,118.346568,13.852614,15.630471,1,132.279052,15.2643,20.445073
3,121,5.08E+20,107.147416,37.534107,39.207026,1,108.551469,38.142595,40.153628,1,106.472609,37.197983,38.720123
3,122,9.11E+20,104.888918,21.648473,22.341904,1,99.02698,20.03331,20.250111,1,113.161493,23.517919,25.484556
3,123,3.00E+19,86.059478,34.602714,34.700129,1,85.276111,33.823298,33.956923,0,0,0,0
3,124,9.57E+19,108.322029,33.816031,35.555859,1,93.687721,27.959317,28.005087,1,174.779999,47.865266,523.90468
3,125,8.70E+20,116.473443,38.973667,43.43989,1,80.017247,22.463471,22.844913,0,0,0,0
3,126,4.14E+19,81.745805,39.988123,40.443483,1,78.230425,37.416023,38.272041,1,83.008885,40.873019,41.210348
3,127,7.60E+20,71.859024,35.934347,38.030184,1,69.450078,34.773913,37.382119,0,0,0,0
3,128,1.18E+20,118.787906,35.378043,40.257163,1,98.924909,27.858595,28.169193,1,165.581886,44.485585,177.878451
3,129,3.17E+19,122.341854,33.616822,39.662879,1,102.178889,26.997136,27.576204,1,173.680212,41.627375,376.354279
3,130,1.80E+20,136.952865,13.804569,19.956878,1,143.783916,14.260499,23.795351,0,0,0,0
3,131,4.29E+20,108.111155,18.316433,19.206237,1,108.952786,18.503816,19.496174,1,105.49713,17.743961,18.358522
3,132,4.99E+20,149.039274,33.947101,65.645814,1,88.984795,18.925233,18.932944,1,143.414537,32.773631,54.711706
3,133,5.91E+20,90.204606,16.061351,16.061986,1,89.767127,15.943161,15.945363,1,90.831225,16.204577,16.204615
3,134,4.21E+19,75.227883,12.11635,12.590962,1,80.086096,13.24562,13.486902,0,0,0,0
3,135,2.04E+19,88.297562,6.293914,6.305816,1,87.652258,6.239264,6.255909,1,88.458967,6.327885,6.338717
3,136,5.45E+19,142.884881,22.100151,36.057118,1,67.045949,10.490607,11.585912,0,0,0,0
3,137,2.50E+20,94.799816,13.417896,13.447321,1,65.952585,8.800034,9.826868,0,0,0,0
3,138,7.90E+20,106.788053,28.658579,29.864344,1,64.089199,12.804397,14.350987,1,105.17241,27.633015,28.568522
3,139,2.12E+19,89.427061,30.371204,30.375965,1,86.648852,28.992141,29.056439,1,92.013427,31.505551,31.517659
3,140,1.76E+20,107.168446,35.376359,36.954123,1,87.881973,26.608574,26.636485,1,110.891485,36.407582,38.880612
3,141,3.04E+19,70.519904,19.865622,21.208148,1,68.188876,19.083945,20.709264,0,0,0,0
3,142,8.86E+19,133.274535,32.393638,44.286991,1,86.914609,19.231136,19.272056,1,142.228174,33.891011,55.049335
3,143,1.52E+20,86.666084,39.619399,39.698757,1,78.666672,34.181652,34.902206,1,88.112772,40.511279,40.54037
3,144,1.30E+20,95.81842,34.362369,34.520407,1,94.408501,33.372095,33.456227,1,163.240618,56.258678,194.435894
3,145,1.77E+20,91.768918,14.970965,14.971042,1,89.24191,14.607507,14.620197,0,0,0,0
3,146,1.03E+20,71.611892,36.729038,38.772468,1,70.591876,35.907895,38.142471,1,75.74581,40.154833,41.481796
3,147,1.78E+20,67.635088,33.70179,36.540045,1,63.789025,30.591966,34.213861,1,99.773222,58.718065,59.543019
3,148,2.63E+20,113.704215,30.246885,32.934847,1,78.654331,18.008755,18.414557,1,109.934273,28.689043,30.436177
3,149,3.56E+20,65.51817,30.293563,33.386498,1,62.118332,27.648119,31.395401,1,78.346714,39.734485,40.616344
3,150,5.65E+20,71.166231,35.009124,37.063145,1,67.595111,32.063256,34.769958,1,76.766078,39.139408,40.257981
3,151,2.33E+20,72.130312,27.603337,29.07067,1,38.590087,8.646347,14.12065,0,0,0,0
3,152,3.33E+19,108.885062,27.143681,28.620045,1,94.402739,22.081995,22.132816,1,109.455538,26.816745,28.370559
3,153,3.28E+18,108.120002,14.224944,14.903034,1,105.306429,13.552051,13.997085,1,104.262313,13.330523,13.705031
3,154,1.89E+19,92.380205,23.868421,23.881524,1,89.033846,22.481494,22.488978,1,94.824286,24.535771,24.606863
3,155,6.58E+19,77.436116,22.236092,22.829682,1,76.458768,21.824838,22.500755,1,84.760939,25.358062,25.484691
3,156,2.36E+19,115.156812,9.346958,10.216913,1,93.335497,7.04508,7.047176,1,114.739983,9.110312,9.924049
3,157,9.81E+20,91.654901,33.941828,33.950782,1,89.077514,32.308508,32.316554,1,163.492143,59.29358,207.994756
3,158,4.45E+20,45.907476,34.431568,48.181877,1,45.29545,33.662795,47.609294,1,56.963909,48.230925,57.694408
3,159,6.55E+18,93.847477,9.637435,9.647827,1,93.874767,9.588771,9.599277,1,91.84641,9.301427,9.301962
3,160,7.13E+18,86.634264,20.878354,20.927291,1,84.723915,20.227994,20.333731,1,88.213426,21.451525,21.469214
3,161,1.91E+20,145.027396,32.555048,56.479901,1,99.607277,21.859166,22.133683,1,146.929339,32.494466,59.209231
3,162,1.15E+20,44.125549,24.65039,35.612138,1,44.014684,24.479566,35.437935,1,51.33857,31.495528,40.495372
3,163,4.61E+20,134.311205,36.684408,51.07044,1,55.858012,10.002055,12.223299,0,0,0,0
3,164,2.12E+20,73.763177,13.575213,14.202052,1,78.550299,14.828065,15.17319,0,0,0,0
3,165,4.12E+19,88.069507,38.1929,38.222925,1,87.985116,38.193319,38.225615,1,141.212506,65.887067,104.89561
3,166,6.94E+20,87.629517,13.913189,13.936279,1,81.834764,12.50164,12.664022,1,90.400463,14.436586,14.437123
3,167,5.64E+19,68.32705,30.790555,33.21399,1,67.948194,30.535016,33.027862,1,82.480457,41.075751,41.459308
3,168,9.61E+18,35.025041,13.619386,24.019133,1,34.708937,13.425932,23.871464,0,0,0,0
3,169,6.15E+20,93.832692,26.125692,26.16904,1,91.194133,25.122591,25.124149,1,91.700765,25.305786,25.310872
3,170,8.64E+20,97.805306,27.702417,27.924904,1,42.086378,6.293272,9.719356,1,87.105933,22.901629,22.947619
3,171,1.55E+19,113.447601,13.801677,14.956428,1,110.991805,13.451261,14.33027,1,111.844694,13.494783,14.457999
3,172,5.31E+19,48.894645,13.899533,18.702416,1,47.766134,13.435612,18.412083,0,0,0,0
3,173,2.90E+19,73.684378,31.964598,33.365722,1,71.80935,30.711413,32.394145,1,85.025452,39.782481,39.951021
3,174,2.08E+19,112.15974,14.515932,15.589292,1,102.492715,12.771419,13.03623,1,113.554309,14.440663,15.662913
3,175,1.10E+20,53.803722,39.033666,48.521963,1,62.98625,50.054283,56.290646,0,0,0,0
3,176,2.90E+19,94.645869,38.550638,38.661806,1,74.091501,26.532832,27.647897,1,172.755941,66.916205,529.084524
3,177,1.51E+20,83.286647,30.688198,30.924376,1,74.235494,25.219258,26.262406,0,0,0,0
3,178,7.09E+19,49.687698,26.420625,34.821645,1,44.407185,21.584907,31.054481,1,148.654476,116.20532,223.053419
3,179,6.21E+19,33.19903,18.241741,33.623942,1,30.533678,15.618671,31.084991,0,0,0,0
3,180,1.04E+19,79.497482,23.315558,23.763849,1,75.607208,21.510094,22.276886,0,0,0,0
3,181,3.22E+20,151.741016,33.572287,70.387935,1,53.142009,8.804585,11.217508,0,0,0,0
3,182,2.01E+19,104.294131,29.258901,30.142859,1,93.157518,24.896206,24.923732,1,118.83768,33.818213,38.495007
3,183,1.13E+20,93.473359,27.184168,27.222743,1,93.163045,26.981118,27.011931,1,100.549214,29.839541,30.315815
3,184,1.02E+20,99.20712,39.053024,39.530408,1,85.229818,31.110196,31.235893,1,117.629093,47.758435,53.799684
3,185,4.41E+19,159.305474,26.619611,74.72321,1,31.517207,2.744755,5.625382,0,0,0,0
3,186,4.15E+19,69.185851,27.968745,29.998579,1,68.127054,27.3379,29.539941,1,72.588508,30.215083,31.729689
3,187,5.25E+20,131.509988,38.128849,50.715458,1,87.11135,22.84349,22.885197,1,155.511184,42.307628,101.564761
3,188,2.28E+19,62.833063,25.881668,29.209381,1,62.502923,25.648157,29.034526,1,66.609828,28.36048,30.999571
3,189,5.82E+19,97.354274,22.039035,22.196698,1,96.217598,21.714454,21.821876,1,106.320198,24.595703,25.570042
3,190,1.48E+20,96.559745,30.574471,30.748139,1,63.18016,15.671272,17.688064,1,95.962931,29.942935,30.080815
3,191,3.32E+19,110.74673,16.875617,17.968082,1,110.562592,16.862141,17.93261,1,112.100019,17.054013,18.322951
3,192,8.21E+20,89.580006,33.551592,33.556084,1,70.889155,23.256073,24.718507,1,84.12402,30.388836,30.581754
3,193,3.93E+19,72.417657,31.289745,32.887412,1,72.655427,31.172266,32.720588,1,79.06799,35.565283,36.261985
3,194,9.80E+20,60.399848,20.358934,23.529909,1,61.486863,20.891404,23.885336,1,63.457425,22.049273,24.74836
3,195,1.08E+20,78.953703,4.976872,5.115439,1,76.708273,4.71302,4.896285,1,79.171338,4.989596,5.124048
3,196,4.24E+19,101.917872,28.817295,29.410451,1,78.250446,19.338454,19.795107,1,100.876832,27.976842,28.450762
3,197,7.38E+20,61.348288,24.352612,27.875518,1,48.021534,15.545385,21.115609,1,62.869106,25.094945,28.314179
3,198,1.17E+20,106.288473,30.459524,31.674513,1,58.961361,11.703814,13.783262,0,0,0,0
3,199,4.16E+20,6.357564,35.009043,318.225382,1,6.913358,36.710755,306.887356,0,0,0,0
3,200,2.57E+19,108.294594,11.567028,12.115817,1,110.88112,11.882026,12.639642,1,105.834521,11.19004,11.574289
3,201,4.32E+19,113.554551,36.041138,39.228073,1,94.930351,28.498705,28.587576,1,130.890354,41.742208,55.039864
3,202,6.28E+19,120.422926,32.886297,38.01804,1,112.260145,30.392899,32.75744,1,157.813922,40.440286,106.593243
3,203,6.48E+19,127.190664,24.072146,30.061992,1,108.278756,20.233735,21.24194,1,127.776628,24.04388,30.260838
3,204,4.28E+19,142.651277,36.446963,59.793449,1,81.999868,18.661813,18.876977,0,0,0,0
3,205,1.81E+19,74.924363,20.609152,21.398647,1,74.172081,20.302073,21.159913,1,74.855021,20.636262,21.433966
3,206,1.50E+20,66.721643,8.155872,8.970201,1,67.153652,8.24654,9.038275,1,65.017338,7.938327,8.856753
3,207,2.59E+20,50.540925,13.185942,17.252893,1,48.69564,12.307063,16.568842,1,54.223254,14.783262,18.374272
3,208,5.18E+19,79.369692,26.428709,26.936907,1,50.429349,13.82554,18.137818,0,0,0,0
3,209,4.79E+20,113.535027,20.957473,22.770083,1,114.70187,21.221417,23.264935,1,119.225186,22.029392,25.128053
3,210,1.09E+20,130.977873,14.641694,19.219518,1,112.909972,12.632737,13.6307,1,129.258291,14.361606,18.383848
3,211,2.89E+19,96.792216,18.498473,18.604067,1,104.131064,20.235734,20.812471,0,0,0,0
3,212,2.53E+20,126.962373,31.570528,39.274547,1,29.494873,2.574388,5.799816,1,122.772223,29.462935,34.837037
3,213,6.96E+20,46.335175,33.341306,46.311947,1,45.361454,32.160144,45.426204,1,61.896384,52.464801,59.601392
3,214,2.11E+20,86.163036,21.240756,21.304651,1,45.855598,8.197929,11.642611,0,0,0,0
3,215,2.52E+20,145.87213,16.962743,29.936006,1,150.474911,16.877844,33.890843,0,0,0,0
3,216,2.03E+19,88.6282,13.56814,13.578295,1,87.69045,13.359607,13.380032,1,85.939457,13.000765,13.049218
3,217,1.09E+19,95.51693,18.041797,18.106772,1,91.342506,16.87342,16.874449,1,97.023081,18.288747,18.402449
3,218,9.52E+19,75.946718,20.717556,21.408111,1,72.493684,19.015546,20.003568,1,73.36327,19.434157,20.344388
3,219,1.06E+18,163.135316,8.984406,30.30956,1,37.283515,1.391273,2.567313,0,0,0,0
3,220,4.28E+19,120.888331,27.295461,31.415494,1,76.493735,18.998376,19.705149,0,0,0,0
3,221,3.58E+20,102.812086,27.618363,28.278758,1,102.422459,27.50491,28.120937,1,109.424622,29.781783,31.50937
3,222,4.05E+19,90.322583,16.904789,16.905114,1,88.629999,16.436513,16.447213,1,87.285015,16.0971,16.125914
3,223,4.62E+19,112.635011,19.837355,21.375058,1,112.980429,19.922238,21.519902,0,0,0,0
3,224,4.80E+20,145.370285,34.005709,59.463366,1,70.371994,13.723303,14.66451,0,0,0,0
3,225,1.15E+19,86.90852,13.347126,13.378877,1,86.175075,13.19926,13.243609,1,85.568182,13.085462,13.14173
3,226,3.87E+20,125.08563,23.915856,29.082926,1,94.356106,16.84671,16.881129,0,0,0,0
3,227,5.49E+19,44.625634,32.592832,46.620194,1,41.77613,28.645587,43.242457,0,0,0,0
3,228,3.55E+18,94.542737,12.014992,12.038351,1,96.796796,12.35686,12.421643,1,92.539656,11.626451,11.630613
3,229,4.41E+19,102.464784,7.114822,7.239363,1,101.64031,7.049971,7.154286,1,103.108388,7.126412,7.267112
3,230,1.79E+19,117.116287,18.520619,20.703799,1,120.274679,18.83887,21.695291,0,0,0,0
3,231,2.23E+19,73.927868,26.431432,27.584099,1,76.820305,28.032278,28.853946,0,0,0,0
3,232,5.54E+20,114.524245,7.227943,7.84943,1,106.170787,6.549484,6.760084,1,114.2179,7.065201,7.652864
3,233,4.10E+18,92.756904,6.701227,6.702329,1,93.883249,6.789817,6.794774,1,91.569686,6.559951,6.559985
3,234,8.82E+19,80.041985,19.004992,19.332022,1,81.978309,19.433894,19.655275,0,0,0,0
3,235,5.98E+18,67.710921,9.461762,10.309859,1,66.943012,9.304256,10.199271,1,66.550888,9.30223,10.228462
3,236,3.78E+20,95.127716,34.207201,34.326324,1,95.175764,34.248216,34.369925,1,104.871566,38.817863,40.107591
3,237,5.37E+19,69.724468,24.208597,25.922841,1,70.192708,24.472209,26.123372,0,0,0,0
3,238,7.58E+19,71.864479,32.459799,34.255015,1,61.112947,24.634249,28.298659,1,64.469552,27.065878,30.136472
3,239,1.84E+19,85.648453,24.603942,24.693616,1,83.632685,23.792692,23.967086,1,86.574448,24.989545,25.049066
3,240,5.51E+19,110.321122,25.862595,27.505704,1,84.604355,17.680661,17.77938,1,112.953572,26.144448,28.308486
3,241,1.89E+20,91.019002,27.943848,27.945419,1,71.848505,18.991474,20.05286,0,0,0,0
3,242,4.21E+19,147.228844,32.557265,59.835759,1,84.052746,16.91692,17.030625,0,0,0,0
