Seed,ID,Energy,Psi(deg),Impact(km),Ground(km),Triggered,Psi(deg),Impact(km),Ground(km),Cherenkov,Psi(deg),Impact(km),Ground(km)
4,110,4.46E+20,93.772074,36.466953,36.533483,1,56.772763,15.605639,18.787918,0,0,0,0
4,111,1.19E+20,34.226344,28.144751,50.404203,1,35.049823,28.736848,50.391416,0,0,0,0
4,112,1.01E+20,43.497928,19.373608,28.3601,1,43.185668,19.157317,28.209409,1,49.635824,24.010899,31.685547
4,113,4.71E+20,102.29297,35.907548,36.705756,1,78.228347,23.855712,24.41207,1,164.125422,54.570776,198.778604
4,114,5.37E+18,120.199412,7.187524,8.164289,1,61.412618,2.580529,3.095346,1,177.513009,9.054825,202.543061
4,115,2.19E+20,107.716209,29.277532,30.670231,1,110.505266,30.104285,32.064622,1,105.440867,28.373365,29.379858
4,116,6.52E+19,93.643132,28.24634,28.291483,1,92.140667,27.549372,27.561847,1,98.340832,30.064913,30.35759
4,117,1.30E+20,94.399775,33.527242,33.609802,1,85.254409,28.846835,28.965554,1,106.772944,39.044808,40.712764
4,118,1.83E+20,89.542894,33.220941,33.2242,1,88.910045,32.820644,32.831005,1,101.318088,39.202814,39.940741
4,119,2.11E+19,155.525547,30.356699,72.835286,1,49.788955,6.60139,8.81566,0,0,0,0
4,120,5.54E+19,92.617029,37.256929,37.285894,1,90.676551,36.218231,36.218754,1,97.130666,39.763192,40.044641
4,121,9.09E+20,86.890779,35.553299,35.617241,1,79.072903,30.397341,30.998235,0,0,0,0
4,122,1.17E+20,62.377106,35.740708,40.452871,1,54.577765,28.403463,35.009983,1,60.932758,34.163404,39.207495
4,123,2.47E+19,39.527788,10.397602,16.589542,1,39.26103,10.29205,16.518029,0,0,0,0
4,124,6.21E+20,93.239098,14.805895,14.81961,1,93.155901,14.58034,14.592823,1,89.940062,13.868564,13.870225
4,125,1.56E+20,135.652061,33.533672,47.708585,1,117.885656,29.369009,33.091263,1,124.203737,30.876674,37.158681
4,126,7.97E+19,96.529025,34.364511,34.566513,1,95.891628,34.044025,34.204738,1,107.192375,39.376978,41.157285
4,127,1.64E+20,131.42595,4.130988,5.335288,1,130.432961,4.082271,5.196074,1,130.953512,3.96473,5.079423
4,128,1.33E+19,83.616407,23.892853,24.065223,1,58.01885,12.819538,15.240075,0,0,0,0
4,129,1.33E+19,120.282504,33.868099,39.083142,1,94.102399,24.44806,24.495207,1,170.846996,42.254028,264.178058
4,130,3.52E+18,67.161162,11.368353,12.430415,1,64.918527,10.747806,11.972046,0,0,0,0
4,131,1.63E+18,109.675497,4.845142,5.07502,1,107.664512,4.6891,4.859045,1,110.514444,4.771473,5.020666
4,132,4.03E+19,128.202468,29.166503,36.958259,1,88.214687,17.64499,17.660947,0,0,0,0
4,133,1.73E+20,69.741506,30.344436,32.425306,1,63.740047,25.725246,28.792273,1,64.507999,26.336999,29.28055
4,134,2.41E+20,90.963141,26.547818,26.54896,1,88.343608,25.186744,25.20385,1,84.444617,23.589324,23.72094
4,135,1.04E+20,79.891668,33.936767,34.525781,1,74.405889,30.428581,31.674768,1,92.302199,41.343417,41.366052
4,136,4.24E+20,82.485147,31.947163,32.251196,1,82.882672,32.170228,32.445873,1,96.838295,40.006376,40.269313
4,137,6.53E+20,81.995817,22.081973,22.328525,1,83.038563,22.488153,22.680725,1,78.424446,20.714904,21.187299
4,138,9.04E+18,69.462236,15.155078,16.262441,1,62.287988,12.418923,14.137918,1,67.179071,14.175259,15.467345
4,139,4.82E+20,107.228789,38.620036,40.372383,1,87.573531,28.769182,28.804238,1,164.179924,55.000408,201.038857
4,140,9.80E+20,125.283899,17.314497,21.070354,1,125.279765,17.25631,20.998018,1,125.436795,17.161742,20.922276
4,141,1.24E+20,48.487505,10.199712,13.822358,1,46.102018,9.289377,13.109512,1,51.210387,11.189388,14.537596
4,142,1.87E+20,114.48019,37.098938,40.648185,1,76.232969,22.87032,23.610006,0,0,0,0
4,143,6.96E+18,102.399441,24.244094,24.777962,1,85.961965,18.666873,18.729255,1,101.939174,23.709591,24.190516
4,144,5.25E+19,98.224474,31.740127,32.041281,1,92.694447,29.184927,29.208387,1,96.424192,30.783411,30.955755
4,145,4.79E+20,102.333198,37.100386,37.933427,1,98.355778,35.082686,35.430158,1,104.309826,37.873603,39.0356
4,146,1.54E+20,96.1809,36.41539,36.6072,1,89.224577,32.501893,32.508192,1,98.901074,37.500341,37.926668
4,147,5.91E+20,99.39157,16.240871,16.429549,1,101.89704,16.634979,16.959057,1,96.561904,15.467891,15.548101
4,148,1.86E+20,108.335266,11.494558,11.992875,1,103.616873,10.869725,11.100939,1,107.998355,11.303568,11.771205
4,149,3.08E+20,69.239462,30.355459,32.541614,1,70.593302,31.157325,33.10698,1,62.099363,25.548687,29.018221
4,150,2.51E+19,123.506934,22.720069,27.079982,1,119.588044,21.998309,25.153248,1,119.109661,21.78585,24.794414
4,151,1.20E+19,149.406796,12.70978,24.635046,1,113.378816,10.010242,10.820824,0,0,0,0
4,152,1.04E+20,26.387383,24.780555,56.26989,1,24.464817,22.662543,55.283087,0,0,0,0
4,153,1.93E+20,100.535103,38.641116,39.266928,1,91.899275,34.152054,34.164773,1,124.1068,49.583181,59.748251
4,154,1.21E+19,90.832682,13.741675,13.741675,1,88.819493,13.240267,13.248719,1,86.445254,12.753475,12.79207
4,155,5.73E+19,140.764428,39.352256,61.912305,1,29.75652,4.581929,9.66568,0,0,0,0
4,156,1.35E+19,154.232659,32.318944,73.262786,1,13.742362,1.885728,10.050934,0,0,0,0
4,157,5.82E+18,108.726147,11.767677,12.355782,1,93.57892,9.421481,9.429081,1,105.394089,11.062803,11.418495
4,158,5.44E+20,75.645038,39.941498,41.280519,1,74.979325,39.423066,40.871996,1,99.038699,59.124111,59.835964
4,159,3.11E+19,90.685016,11.100993,11.101228,1,91.141068,11.190259,11.190274,1,89.433965,10.908399,10.91288
4,160,3.00E+19,9.590611,15.881568,98.084578,1,7.540286,0.048413,3.936301,0,0,0,0
4,161,1.04E+19,68.518208,12.925884,13.972703,1,66.149889,12.175055,13.403641,1,70.919199,13.630028,14.494499
4,162,3.31E+19,129.487947,38.22509,49.310923,1,100.16004,28.6274,29.037048,0,0,0,0
4,163,2.69E+20,92.655064,14.244321,14.251731,1,94.565377,14.589157,14.620938,1,92.506389,14.149964,14.156148
4,164,3.94E+20,106.005788,24.528324,25.457218,1,108.706281,25.293599,26.63286,1,104.114626,23.948722,24.641522
4,165,1.09E+20,106.168786,19.842083,20.601817,1,108.091727,20.15058,21.133778,1,105.569208,19.517884,20.206211
4,166,4.16E+19,147.075675,38.610366,70.727406,1,73.206507,15.612675,16.3698,0,0,0,0
4,167,1.06E+20,71.254567,28.125348,29.770528,1,70.10914,27.370619,29.181356,1,70.760738,27.831514,29.549493
4,168,5.91E+20,101.584907,18.117506,18.454105,1,103.087091,18.4397,18.885687,1,100.78259,17.879167,18.163296
4,169,1.25E+20,108.23004,28.842923,30.301884,1,72.44583,15.486514,16.307409,0,0,0,0
4,170,9.03E+20,111.287388,16.720478,17.867963,1,111.838785,16.815115,18.036056,1,112.970716,16.933393,18.308027
4,171,1.09E+20,94.264567,20.283389,20.32542,1,88.701038,18.374411,18.384936,1,95.589146,20.416093,20.494553
4,172,4.47E+20,119.471107,36.313359,41.597093,1,100.665316,28.986353,29.458625,0,0,0,0
4,173,7.39E+20,89.9805,18.869413,18.87064,1,92.770436,19.66707,19.681089,1,86.68943,17.912985,17.956218
4,174,6.02E+20,86.670365,20.725373,20.773025,1,87.57964,20.917828,20.94592,1,86.717315,20.634646,20.681006
4,175,3.29E+18,89.896803,3.924539,3.929998,1,89.357307,3.895157,3.902774,1,89.750229,3.924886,3.930886
4,176,5.41E+19,86.687234,37.929425,38.005954,1,75.528889,30.721828,31.784602,1,92.058622,41.228342,41.247808
4,177,4.82E+20,96.241645,39.121062,39.328812,1,99.57876,40.90136,41.439907,1,91.511268,36.514047,36.521214
4,178,2.60E+19,80.538925,29.416979,29.858947,1,69.274997,22.850707,24.513158,1,80.566326,29.03774,29.471968
4,179,2.01E+20,76.38345,23.816719,24.565593,1,72.649712,22.019723,23.146475,1,79.458881,25.193617,25.672385
4,180,1.07E+20,132.353329,29.084809,39.174215,1,78.204254,13.840807,14.18271,0,0,0,0
4,181,1.38E+19,106.593329,13.566189,14.093836,1,110.710975,14.156449,15.055544,1,105.536303,13.318709,13.766305
4,182,1.81E+20,78.001444,38.751225,39.659914,1,76.927681,37.917847,38.97375,1,103.49064,57.79876,59.390969
4,183,7.45E+19,70.996245,21.463012,22.775843,1,71.564354,21.748874,22.998582,1,63.705434,18.29932,20.519388
4,184,3.53E+20,98.179673,30.071767,30.28172,1,95.592594,29.473267,29.550682,0,0,0,0
4,185,9.62E+19,95.25758,33.628489,33.752483,1,95.524541,33.782159,33.920764,1,107.370852,39.281056,41.095126
4,186,1.63E+20,99.953121,25.083371,25.429428,1,93.972192,22.967559,23.008808,1,100.280092,25.012131,25.381734
4,187,1.74E+20,93.420251,28.8762,28.916448,1,83.450708,24.167516,24.350088,1,93.38458,28.486563,28.525194
4,188,1.03E+20,76.815651,37.693123,38.828411,1,74.357467,36.530166,38.072358,0,0,0,0
4,189,9.16E+20,79.076766,27.880003,28.433804,1,71.256472,23.121085,24.484712,0,0,0,0
4,190,5.58E+19,90.234706,38.969425,38.969449,1,83.784853,34.365482,34.591393,0,0,0,0
4,191,6.61E+18,92.452422,19.862908,19.873465,1,71.440329,12.911768,13.689674,0,0,0,0
4,192,7.22E+20,89.925206,31.400182,31.401107,1,89.098218,31.018733,31.026368,1,90.428767,31.672082,31.672103
4,193,6.02E+18,124.534662,19.002335,22.9199,1,85.351394,11.848959,11.907497,0,0,0,0
4,194,2.78E+19,95.966776,20.058478,20.146299,1,95.965978,20.085686,20.173631,1,97.657782,20.520898,20.677618
4,195,1.01E+20,51.1652,32.045851,41.301646,1,49.471174,30.27193,39.999609,1,71.971592,54.947276,57.850039
4,196,3.07E+19,116.18782,29.045195,32.263073,1,97.960222,23.549116,23.74927,1,112.214307,27.871259,30.019187
4,197,7.33E+19,55.144679,17.610252,21.604097,1,53.394165,16.670513,20.919902,1,54.63885,17.413828,21.499517
4,198,1.58E+20,145.937223,29.211561,51.845843,1,86.006131,15.823986,15.878444,1,146.325506,28.956367,51.910437
4,199,3.71E+20,79.415599,29.745256,30.298467,1,78.214522,29.070321,29.739095,1,82.180663,31.303782,31.625908
4,200,6.86E+20,104.513822,17.013439,17.522283,1,104.511025,17.035906,17.545276,1,107.613615,17.592814,18.39405
4,201,1.52E+20,158.517861,20.038673,54.21107,1,54.265049,5.113926,6.447057,0,0,0,0
4,202,2.11E+20,125.984997,39.474849,48.612771,1,95.806574,28.290906,28.413749,1,134.996615,41.570305,58.549855
4,203,4.24E+20,87.516877,21.178275,21.207801,1,87.06966,21.05213,21.090886,1,88.424682,21.522259,21.536829
4,204,1.69E+19,125.252338,29.380853,35.824817,1,125.780587,29.405539,36.089866,1,126.655271,29.483431,36.589365
4,205,3.03E+19,90.119357,37.253356,37.253583,1,72.185856,26.486124,27.887452,1,93.679291,39.34127,39.409724
4,206,7.45E+19,6.931326,13.189562,110.996357,1,174.822573,0.364634,1.749751,0,0,0,0
4,207,6.69E+20,87.594104,11.32174,11.341908,1,87.206143,11.252375,11.277313,1,90.920865,11.923572,11.923575
4,208,3.77E+20,72.764173,11.525142,12.13678,1,80.117395,13.1767,13.414931,0,0,0,0
4,209,1.08E+20,92.724555,16.91753,16.928337,1,65.926494,9.456539,10.448696,0,0,0,0
4,210,4.86E+19,96.428436,12.950502,13.006491,1,92.067086,12.146272,12.147709,1,97.034525,12.986945,13.056841
4,211,1.02E+20,116.676857,38.217002,42.649031,1,100.200908,31.696185,32.162833,0,0,0,0
4,212,1.19E+19,104.259241,21.233711,21.835428,1,60.167062,9.242143,10.826025,0,0,0,0
4,213,1.53E+20,116.871999,31.200971,34.852328,1,102.042965,26.151568,26.688256,1,124.123679,32.810486,39.466898
4,214,1.24E+20,88.239622,11.775259,11.788741,1,90.9951,12.214109,12.214114,1,87.374952,11.544226,11.567354
4,215,4.00E+19,89.571287,24.275914,24.278922,1,85.407383,22.596645,22.686427,1,91.647586,24.965478,24.97084
4,216,7.48E+18,58.558548,16.755529,19.767019,1,58.524891,16.73499,19.750142,0,0,0,0
4,217,5.38E+19,111.306429,39.91062,42.71384,1,73.735044,22.103965,23.120891,0,0,0,0
4,218,3.45E+18,90.881022,14.994628,14.994649,1,95.390852,15.833433,15.885748,0,0,0,0
4,219,5.17E+20,74.456327,14.238353,14.870237,1,71.447921,13.369135,14.211165,1,72.128215,13.656837,14.454268
4,220,8.94E+18,94.796324,18.538697,18.588138,1,92.225788,17.693359,17.700075,1,92.416318,17.737015,17.745487
4,221,5.87E+19,49.569128,9.405293,12.58045,1,40.770615,6.505203,10.267517,1,45.805079,8.232415,11.738843
4,222,4.75E+20,125.645444,29.009637,35.408543,1,124.122115,28.84419,34.567992,0,0,0,0
4,223,2.76E+19,92.533043,36.611219,36.638126,1,68.558067,22.598606,24.364374,1,93.389902,36.612625,36.664695
4,224,2.32E+20,84.806298,37.444121,37.618062,1,79.349151,33.658481,34.288437,1,88.845876,39.778531,39.791358
4,225,3.60E+19,100.441858,13.23033,13.394335,1,95.197134,12.314357,12.338933,1,98.898923,12.880413,12.988523
4,226,1.49E+20,90.126819,33.407402,33.407646,1,90.495781,33.63324,33.63336,1,103.232324,40.142408,41.190386
4,227,5.79E+19,114.412128,11.410682,12.431746,1,117.745006,11.777397,13.191966,1,109.997472,10.859594,11.477375
4,228,1.72E+20,59.095993,23.616564,27.644643,1,59.14387,23.623986,27.639311,1,66.608117,28.543527,31.186729
4,229,5.06E+20,87.138854,36.863665,36.920706,1,86.830093,36.712578,36.780997,1,93.805655,40.924681,41.00176
4,230,5.22E+19,35.748944,27.734991,47.841753,1,35.364003,27.569789,48.010898,0,0,0,0
4,231,1.09E+20,71.00157,6.90477,7.3891,1,74.371096,7.869533,8.279123,1,90.757464,7.155733,7.16053
4,232,4.75E+20,95.804829,6.826168,6.843936,1,96.503297,6.815824,6.840079,1,96.587092,6.803874,6.828909
4,233,3.52E+19,85.148363,6.033791,6.076924,1,93.116993,6.76746,6.769392,0,0,0,0
4,234,5.65E+20,88.796594,28.183692,28.195358,1,88.938278,28.267212,28.276969,1,94.615611,30.745444,30.828584
4,235,3.01E+20,34.725932,34.428821,60.732545,1,34.457025,33.915839,60.241543,0,0,0,0
4,236,6.19E+18,94.749258,6.776527,6.786112,1,91.321928,6.320149,6.320396,1,93.016677,6.482263,6.483766
4,237,4.02E+18,100.569045,11.814311,11.982478,1,100.241202,11.754437,11.910209,1,99.786589,11.653612,11.792828
4,238,7.60E+18,111.304924,8.850931,9.422781,1,106.548877,8.290601,8.590668,1,110.950215,8.643567,9.179592
4,239,3.39E+20,117.815116,19.653972,21.974871,1,74.470814,11.340948,11.908781,0,0,0,0
4,240,3.35E+20,47.908269,22.702492,30.81476,1,45.600406,20.687129,29.193012,1,48.40917,23.006239,30.977423
