Seed,ID,Energy,Angle(deg),Impact(km),Ground(km),Triggered,Angle(deg),Impact(km),Ground(km),Cherenkov,Angle(deg),Impact(km),Ground(km)
7,231,4.24394e+20,102.217437,22.089701,22.530758,1,85.581372,17.229731,17.310322,1,99.418611,21.148801,21.384703
7,232,6.78044e+19,94.456449,37.759597,37.859036,1,72.343935,25.122005,26.428342,1,97.716939,39.426276,39.759991
7,233,4.81542e+19,94.353138,29.121227,29.190934,1,90.541600,27.246158,27.246219,1,94.870903,29.072197,29.161206
7,234,4.89186e+19,112.844154,35.813174,38.676594,1,110.575045,35.329106,37.571045,0,0,0,0
7,235,1.86071e+20,73.553381,32.595576,34.046514,1,73.824783,32.811611,34.223333,1,85.920186,41.132761,41.252196
7,236,5.19326e+20,131.863954,23.889362,31.877363,1,129.339676,23.442179,30.127452,1,126.615265,22.866650,28.322825
7,237,1.7199e+20,84.439312,27.426048,27.578282,1,84.576185,27.518893,27.664671,1,90.970228,30.448326,30.449738
7,238,2.45761e+19,64.417746,19.747553,22.008085,1,62.692238,18.862841,21.351580,1,63.095626,19.161386,21.607887
7,239,3.20771e+20,119.831178,33.602210,38.619229,1,96.731254,25.289157,25.441615,0,0,0,0
7,240,2.52072e+19,82.814989,37.016817,37.339856,1,75.758276,32.279260,33.362623,1,171.860178,75.978049,534.982465
7,241,8.23014e+18,57.142555,15.135724,18.155868,1,59.746437,16.207356,18.887086,1,55.141252,14.407582,17.706466
7,242,1.90046e+20,107.408834,32.680278,34.173407,1,81.432983,23.145997,23.445121,0,0,0,0
7,243,6.32327e+18,160.656972,8.630557,25.443525,1,31.068373,1.094381,2.487648,0,0,0,0
7,244,1.73805e+19,136.294605,38.763421,55.891705,1,61.605503,12.864431,14.733736,0,0,0,0
7,245,2.7426e+20,90.058259,19.403378,19.404215,1,90.587988,19.458894,19.458894,1,85.565916,17.956070,18.026594
7,246,1.1988e+20,104.653822,39.002453,40.259608,1,92.429144,32.938947,32.960360,1,126.238104,48.300091,59.730531
7,247,5.10196e+20,66.353785,36.299072,39.737533,1,67.793782,37.519819,40.629453,1,59.380257,30.771338,35.907361
7,248,6.30278e+18,122.629072,20.988904,24.794899,1,118.714538,20.293873,23.030769,1,124.020000,21.138538,25.369473
7,249,6.50903e+19,78.963542,23.588093,24.072861,1,77.741462,22.986235,23.567367,1,79.715265,23.898511,24.326301
7,250,1.47809e+19,84.773459,26.700958,26.832819,1,93.119646,30.295606,30.329698,0,0,0,0
7,251,8.62434e+19,95.832422,30.195059,30.332369,1,95.981415,30.275364,30.420753,1,98.484993,31.309091,31.626310
7,252,2.88747e+19,95.499825,25.294861,25.392088,1,94.462336,24.944332,25.004350,1,95.263643,25.210180,25.298080
7,253,2.62094e+19,66.038392,21.237535,23.330191,1,65.400890,20.889573,23.067128,1,71.697485,24.122996,25.475301
7,254,2.62546e+20,96.779687,18.122264,18.227067,1,97.319822,18.262380,18.387687,1,97.226016,18.214869,18.336287
7,255,2.0942e+19,103.729376,7.953036,8.136601,1,107.581151,8.313462,8.654498,1,99.298444,7.503277,7.570637
7,256,6.31556e+17,10.318213,4.029196,23.649801,1,0.311413,0.052219,48.384048,0,0,0,0
7,257,6.79972e+18,113.031360,18.127294,19.613343,1,113.102555,18.119809,19.615338,1,117.928500,18.888865,21.273706
7,258,3.68942e+20,78.188953,27.750941,28.393749,1,78.204874,27.621509,28.259823,1,82.222920,29.792553,30.097125
7,259,1.02552e+20,123.104520,10.847996,11.567276,1,144.141235,0.047181,3.683280,0,0,0,0
7,260,3.15495e+19,78.263133,6.615178,6.806367,1,86.556994,7.583614,7.613951,0,0,0,0
7,261,3.57847e+19,150.392340,27.024574,54.344666,1,101.024204,17.856372,18.153924,0,0,0,0
7,262,9.65171e+18,124.210122,23.751061,28.581123,1,50.049286,6.174875,8.229504,0,0,0,0
7,263,6.81113e+19,128.038344,22.883531,28.835101,1,132.907812,23.661404,32.042279,0,0,0,0
7,264,1.88449e+20,91.104796,33.752332,33.755343,1,90.364166,33.381247,33.381250,1,103.695416,40.190499,41.318374
7,265,4.23665e+19,74.242771,27.057038,28.179444,1,65.178239,22.371590,24.756083,0,0,0,0
7,266,5.0513e+19,90.632710,35.400185,35.400699,1,87.919402,33.851585,33.881781,1,172.179964,64.181535,470.250329
7,267,2.3626e+19,128.603129,33.097856,42.187611,1,110.033761,27.626952,29.331542,1,126.125114,32.055456,39.535219
7,268,8.14431e+20,92.931406,21.312417,21.331034,1,92.956401,21.270148,21.289102,1,92.558597,21.136719,21.149817
7,269,3.35829e+20,161.690340,8.294825,25.793238,1,49.747330,2.014672,2.818270,0,0,0,0
7,270,4.46501e+20,77.517965,31.225625,32.057920,1,48.040334,13.394565,18.315347,1,71.470981,27.102094,28.697397
7,271,1.32454e+20,94.252506,33.248047,33.325534,1,72.557140,21.865731,22.983494,0,0,0,0
7,272,2.85697e+20,97.908598,25.765521,25.985822,1,94.503482,24.282867,24.343088,1,92.300695,23.489670,23.501413
7,273,2.29042e+20,88.549650,25.050161,25.064052,1,83.200328,22.486255,22.670276,1,84.940980,23.219332,23.328708
7,274,1.35943e+20,94.475337,31.707425,31.786383,1,101.820064,34.857643,35.563079,0,0,0,0
7,275,5.91861e+19,113.749438,16.102114,17.503219,1,111.570807,15.735091,16.840630,1,117.021816,16.504233,18.423731
7,276,3.93563e+20,98.950397,35.262230,35.665571,1,91.872750,31.448574,31.459411,1,102.833794,36.675672,37.569772
7,277,5.3516e+20,91.273641,19.777677,19.778600,1,90.691598,19.615889,19.615893,1,94.505508,20.695562,20.741624
7,278,1.85573e+19,117.248480,39.431584,44.248738,1,87.183659,26.535739,26.578671,1,174.400713,51.983604,530.694686
7,279,8.84397e+19,63.220806,29.286461,32.916504,1,67.616088,32.405625,35.137341,0,0,0,0
7,280,1.23037e+20,110.964149,39.053693,41.743375,1,96.103951,32.118258,32.279935,1,108.025548,37.383333,39.246114
7,281,1.08385e+19,49.151841,14.260782,19.031398,1,49.379692,14.362039,19.098882,1,46.060742,13.005353,18.260507
7,282,4.76433e+18,133.481459,16.787025,22.944132,1,109.079977,13.643131,14.367522,0,0,0,0
7,283,3.49086e+20,83.360131,24.707409,24.898582,1,85.405074,25.521875,25.621193,1,82.549423,24.317446,24.551744
7,284,7.22101e+20,168.612604,33.402280,168.165406,1,13.798759,0.691702,3.734595,0,0,0,0
7,285,2.13944e+19,76.508384,12.831993,13.249037,1,77.891431,13.057280,13.401758,0,0,0,0
7,286,2.02038e+19,90.070058,19.127352,19.128176,1,73.196602,13.612262,14.281468,0,0,0,0
7,287,1.93554e+19,124.327245,31.913297,38.507110,1,104.984939,25.942389,26.802584,1,123.689024,31.355930,37.551185
7,288,6.927e+19,88.655715,31.346022,31.360014,1,83.966525,28.798493,28.980854,1,170.454957,57.416370,345.055500
7,289,1.3147e+20,110.776756,23.855584,25.435383,1,96.247548,19.627598,19.722855,1,109.200718,23.088070,24.375364
7,290,9.92158e+18,68.403962,20.269672,21.884369,1,65.315985,18.499972,20.458134,1,65.238318,18.553526,20.530164
7,291,2.21791e+20,55.423754,37.608304,45.824883,1,55.221745,37.373100,45.651188,1,70.691536,55.237843,58.605860
7,292,1.65817e+20,56.420789,9.866833,11.994228,1,56.855717,9.994299,12.084940,1,54.600453,9.521993,11.843052
7,293,1.55444e+20,127.807203,6.817567,8.401664,1,124.450485,6.638057,7.850039,1,126.679469,6.549964,7.949603
7,294,4.75974e+20,109.919848,14.902104,15.748789,1,108.676533,14.712015,15.435496,1,108.744409,14.629918,15.354668
7,295,1.16624e+20,114.532685,23.244686,25.449583,1,75.038121,12.719399,13.227643,1,113.402756,22.619431,24.550874
7,296,7.85565e+19,44.486055,29.020907,41.628725,1,42.849620,27.089139,40.058749,1,64.454225,52.135369,57.884753
7,297,1.2593e+19,71.264938,14.542332,15.425130,1,69.775863,14.060955,15.059831,1,74.389692,15.553002,16.205785
7,298,3.72133e+20,24.610003,39.964740,96.697847,1,25.511989,42.303527,98.926024,0,0,0,0
7,299,1.37099e+19,84.201198,25.634939,25.788053,1,81.432689,24.349965,24.655935,1,96.089273,30.900785,31.055270
7,300,2.57411e+20,94.779951,27.363374,27.442118,1,99.693130,29.135045,29.521921,1,84.747120,23.278816,23.397220
7,301,1.75802e+19,94.648557,21.645613,21.701700,1,91.028608,20.460219,20.460902,1,93.392273,21.181726,21.207987
7,302,7.05334e+20,117.417522,38.723061,43.469495,1,83.795964,24.705890,24.885309,1,114.050108,37.082304,40.476680
7,303,8.97918e+19,87.551105,29.622803,29.659585,1,85.532438,28.648679,28.753127,1,91.781320,31.635811,31.645284
7,304,3.70892e+20,83.873493,14.021149,14.125742,1,85.243542,14.358021,14.426602,1,84.530867,14.209664,14.296251
7,305,6.57231e+18,155.041311,22.411349,52.646254,1,34.345055,2.872572,5.413349,0,0,0,0
7,306,8.89508e+20,56.695872,32.424908,38.954221,1,60.721166,36.008568,41.416795,0,0,0,0
7,307,1.99354e+20,60.034661,30.338029,35.162407,1,49.190297,21.000498,27.958818,1,108.159128,74.956206,78.805052
7,308,2.25984e+19,108.887987,29.588199,31.203455,1,106.360447,28.758418,29.913252,1,140.034373,38.069263,59.026320
7,309,2.9511e+19,87.140591,17.124738,17.157245,1,85.285330,16.256024,16.328940,0,0,0,0
7,310,6.55004e+18,72.940825,17.182024,18.035818,1,72.219775,16.930621,17.845711,1,74.822417,17.911230,18.614388
7,311,1.44976e+20,86.436676,32.115414,32.190712,1,86.329909,32.085042,32.164442,1,102.142459,40.393122,41.274906
7,312,1.85495e+20,69.207827,35.044803,37.563001,1,67.762001,33.840290,36.642353,1,72.024426,37.287316,39.266522
7,313,1.41713e+19,106.113133,32.263213,33.497614,1,75.971439,20.272099,20.971071,0,0,0,0
7,314,1.56921e+20,125.294960,30.464306,37.166663,1,122.250117,29.704968,34.982526,1,130.303837,31.434431,41.028729
7,315,2.19277e+20,105.234419,35.903677,37.156322,1,83.780332,25.918286,26.094775,1,108.552624,36.944361,38.901616
7,316,1.12392e+20,102.071878,36.128316,36.902090,1,81.422557,26.189920,26.517844,1,125.963208,46.051942,56.748578
7,317,3.75419e+20,20.511257,27.927699,80.244101,1,17.134300,21.299722,72.952393,0,0,0,0
7,318,8.57442e+19,54.197622,35.427560,43.833668,1,52.983185,34.148180,42.926483,1,73.268625,57.324519,59.922135
7,319,2.68055e+19,112.577718,36.920364,39.876960,1,77.400740,21.186830,21.769151,1,109.132646,34.999306,36.956511
7,320,4.44654e+20,99.017536,22.333053,22.562188,1,98.523346,22.356003,22.558001,0,0,0,0
7,321,4.11181e+20,80.358322,38.962600,39.558311,1,61.843784,24.937179,28.400841,1,76.506932,35.518547,36.579312
7,322,5.10827e+19,81.688175,33.465001,33.850174,1,79.053689,31.871632,32.501713,1,94.050539,41.055377,41.144458
7,323,2.33671e+20,166.206100,28.369287,117.765069,1,144.665875,25.755002,44.116254,0,0,0,0
7,324,1.39969e+20,78.135267,32.050148,32.792744,1,73.141886,28.668254,30.017252,1,88.257116,38.073448,38.097728
7,325,1.02789e+19,123.134454,24.783354,29.459797,1,38.313217,3.582222,6.046558,0,0,0,0
7,326,1.20177e+19,92.463535,17.670141,17.679014,1,92.019573,17.318597,17.323463,1,92.431318,17.420986,17.429338
7,327,1.10223e+20,90.692297,39.302541,39.303213,1,85.741475,36.173057,36.292242,1,116.678343,53.508388,59.761101
7,328,7.53262e+20,118.189093,38.739766,43.806589,1,87.765144,26.249577,26.281622,1,132.784148,42.956234,58.278159
7,329,1.62604e+20,140.420447,19.696204,30.670256,1,90.007621,11.738956,11.740654,1,139.577524,19.247100,29.447593
7,330,4.13172e+20,81.984947,7.928629,8.042422,1,78.321342,7.395234,7.602583,1,84.156668,8.234714,8.304448
7,331,8.28298e+19,99.605263,30.474230,30.869097,1,99.954464,30.647180,31.075747,1,96.190874,29.137105,29.283771
7,332,7.40325e+19,173.481765,16.635937,144.331169,1,130.822461,10.844753,14.119732,0,0,0,0
7,333,1.78221e+20,97.453896,36.244731,36.526692,1,94.022214,34.454351,34.525272,1,141.961522,54.146239,87.603918
7,334,4.66549e+19,79.750909,8.200415,8.378425,1,78.432311,8.005999,8.222606,1,78.400892,8.050643,8.269213
7,335,6.17783e+20,38.904958,38.519178,61.627188,1,40.895701,41.760546,64.060723,0,0,0,0
7,336,1.11487e+20,86.870383,32.841659,32.910591,1,82.693654,30.488611,30.782253,1,84.544263,31.491424,31.667952
7,337,4.43886e+19,82.220504,29.794537,30.100258,1,85.921837,31.535042,31.630492,0,0,0,0
7,338,8.52707e+20,82.222980,19.049298,19.254840,1,84.441314,19.745437,19.859454,1,77.777184,17.536192,17.987902
7,339,6.88729e+20,154.256858,25.237609,57.668505,1,66.963699,9.120817,10.003169,0,0,0,0
7,340,2.34473e+20,110.702036,32.520280,34.690000,1,72.548089,17.048382,17.934993,0,0,0,0
7,341,1.38956e+20,103.408719,36.252499,37.209252,1,54.222728,12.404295,15.471149,1,102.226453,34.946034,35.703916
7,342,2.84919e+20,171.217182,39.645130,258.341756,1,179.772249,0.012782,47.403758,0,0,0,0
7,343,4.33286e+19,161.391048,37.484521,116.864460,1,37.610614,4.724520,8.007043,0,0,0,0
7,344,6.5633e+20,138.281392,11.486450,17.037336,1,121.176445,10.248393,11.858963,1,141.559128,11.538306,18.308102
7,345,3.49878e+20,158.778895,36.610251,100.515450,1,35.563383,4.483471,8.053187,0,0,0,0
7,346,9.19586e+18,114.337380,12.060098,13.147387,1,113.036112,11.831431,12.773138,1,113.345600,11.790153,12.756688
7,347,1.01357e+20,119.647153,38.577766,44.273146,1,99.773927,30.360107,30.772815,1,147.679005,45.649730,85.058470
7,348,5.07902e+20,95.514081,16.307973,16.365668,1,96.682592,16.534487,16.625318,1,94.133662,15.937269,15.965611
7,349,1.91109e+20,121.321505,32.941280,38.178546,1,116.721263,32.296751,35.841373,0,0,0,0
7,350,5.72182e+19,121.545304,34.524237,40.387754,1,64.536700,13.032420,14.531612,0,0,0,0
7,351,7.90187e+18,101.127717,15.203345,15.456460,1,100.159929,15.025761,15.230468,1,104.031705,15.712508,16.146826
7,352,9.75121e+19,61.872930,35.477252,40.359675,1,58.593013,32.094512,37.753603,1,62.123955,35.423093,40.202814
7,353,2.60872e+20,139.079051,24.794456,37.378874,1,66.498868,11.142909,12.333382,0,0,0,0
7,354,3.88915e+20,130.134953,18.081732,23.471699,1,108.905603,14.851860,15.627218,0,0,0,0
7,355,7.34416e+19,121.115897,39.186831,45.639884,1,78.928714,21.814519,22.272355,1,131.704690,41.956970,56.002945
7,356,1.74202e+20,137.330228,33.213159,48.786037,1,83.000975,17.759727,17.918837,1,158.352226,35.952152,96.952118
7,357,1.35606e+20,52.555785,36.418699,46.030234,1,48.917261,31.983289,42.613291,1,99.005826,94.747527,95.897397
7,358,9.99507e+20,96.018955,11.109971,11.151050,1,97.459444,11.341392,11.412178,1,93.986322,10.800888,10.814286
7,359,4.11185e+20,63.837138,36.264869,40.509910,1,60.663206,33.039194,38.019975,1,83.359521,54.502814,54.896143
7,360,9.17933e+20,96.504479,13.862649,13.930148,1,93.114786,13.175020,13.184778,1,99.316912,14.324148,14.482787
7,361,6.14128e+18,89.310468,3.396545,3.405077,1,94.553960,3.654122,3.655205,0,0,0,0
7,362,4.29605e+20,118.237538,15.474550,17.364336,1,113.675488,14.834129,16.036079,1,112.752307,14.568828,15.644168
7,363,2.89166e+20,108.604396,38.121534,40.156480,1,94.264192,31.560059,31.633356,1,128.354033,45.735593,58.163707
7,364,8.18967e+20,143.930788,11.593536,19.368189,1,150.383795,12.211578,24.199626,1,138.975394,11.361806,16.977351
7,365,3.30629e+20,97.930036,26.129088,26.354259,1,97.598504,26.009054,26.213540,1,108.708455,29.753362,31.346034
7,366,1.96426e+19,90.137151,6.306703,6.309424,1,91.903787,6.393810,6.393822,0,0,0,0
7,367,3.84048e+19,102.006934,34.363886,35.090522,1,87.383899,27.418899,27.457375,1,123.821219,42.708322,51.273957
7,368,1.02757e+20,108.294524,28.652157,30.076798,1,103.742022,27.166946,27.893951,1,109.991626,28.960719,30.707299
7,369,7.52359e+19,95.981274,35.019909,35.190679,1,81.040710,27.411958,27.783681,1,125.677856,48.472648,59.525540
7,370,3.26388e+20,89.667922,36.793094,36.795454,1,78.999449,30.264229,30.870957,1,94.039027,39.046622,39.130005
7,371,9.3305e+20,82.928630,36.334343,36.638249,1,80.390152,34.243835,34.765719,1,82.550874,35.687428,36.017943
7,372,4.38324e+20,26.514880,29.402275,66.426256,1,26.643189,29.101099,65.449275,0,0,0,0
7,373,6.29444e+20,95.667372,8.486135,8.509912,1,90.957008,7.765257,7.765631,1,93.341480,8.052251,8.056575
7,374,6.1294e+19,108.069621,9.979486,10.433747,1,109.376084,10.058909,10.594258,1,105.381443,9.561110,9.863207
7,375,3.43231e+20,22.557891,28.755047,75.732614,1,20.425925,26.785877,77.628944,0,0,0,0
7,376,7.81572e+20,55.085523,26.839138,32.888826,1,52.245335,24.429071,31.073200,1,68.126393,37.469254,40.467109
7,377,4.11893e+19,91.129211,30.417477,30.420085,1,89.776807,29.775620,29.777310,1,109.265691,38.667138,40.891160
7,378,9.22579e+19,113.395184,25.498087,27.696172,1,112.185640,25.210919,27.145688,1,120.712300,27.219065,31.541192
7,379,1.37499e+20,71.951918,17.805226,18.792869,1,71.896666,17.694841,18.682850,1,69.480966,16.855049,18.072804
7,380,2.86067e+19,76.323402,25.151837,25.935792,1,76.198871,25.110365,25.907309,1,74.807765,24.471739,25.413645
7,381,3.17432e+20,100.517745,25.672507,26.070689,1,65.369069,13.934976,15.433611,0,0,0,0
7,382,3.36662e+20,75.061971,35.294531,36.583071,1,74.275582,34.737127,36.144675,1,82.868333,40.983569,41.328688
7,383,1.36054e+20,82.987144,25.940156,26.164223,1,62.594769,16.093375,18.244935,1,77.867039,23.140397,23.718162
7,384,1.14699e+20,69.097084,24.826104,26.653703,1,64.045397,21.725720,24.262737,1,63.767080,21.662413,24.250941
7,385,1.46705e+19,123.666406,20.526679,24.349172,1,81.413387,15.555138,15.812393,0,0,0,0
7,386,4.10542e+20,128.211699,36.091297,45.482848,1,22.909317,7.342600,20.266548,0,0,0,0
7,387,8.63289e+20,16.895739,29.493664,102.430326,1,16.911930,30.054901,104.270833,0,0,0,0
7,388,4.8595e+19,80.910826,37.416218,37.924831,1,68.005057,28.461344,30.777646,1,169.291390,81.001001,434.857222
7,389,1.62299e+19,83.679134,9.296780,9.378085,1,81.689329,8.857883,8.983525,1,83.242499,9.137522,9.227473
7,390,5.36946e+20,108.408812,6.751494,7.047690,1,108.436504,6.765174,7.062984,1,107.519564,6.636784,6.895281
7,391,7.25479e+20,106.313583,34.152968,35.527630,1,67.563306,16.757383,18.213569,0,0,0,0
7,392,1.20992e+20,94.798572,29.284579,29.371451,1,91.121510,27.608213,27.610308,1,97.874241,30.413021,30.675459
7,393,4.50423e+20,76.887609,35.316340,36.317549,1,76.705625,35.199792,36.225594,1,82.731080,39.315865,39.665197
7,394,1.39686e+20,92.755372,22.685077,22.702380,1,88.261934,20.972182,20.989066,1,88.075683,20.916486,20.936189
7,395,9.53024e+19,81.676080,28.205357,28.536159,1,70.731235,22.184190,23.572676,1,83.157394,28.612145,28.842538
7,396,1.38141e+20,49.551748,33.659563,44.469875,1,49.700615,33.897009,44.682486,0,0,0,0
7,397,6.80102e+20,98.490305,7.693723,7.742393,1,91.873698,6.987815,6.988114,1,99.024427,7.696954,7.752422
7,398,9.23841e+20,138.414732,13.351596,19.755074,1,96.913236,9.191694,9.225846,1,142.232461,13.182695,21.114818
7,399,8.9188e+20,90.578052,39.476733,39.477230,1,90.180146,39.258026,39.258102,1,172.528596,71.197322,546.012692
7,400,3.64228e+20,143.103590,30.430147,50.180260,1,110.240738,24.599460,26.081290,0,0,0,0
7,401,3.32677e+20,92.763347,39.563664,39.600572,1,89.352961,37.537379,37.542565,1,117.110727,53.305549,59.783208
7,402,7.99396e+20,139.231925,31.019699,47.271062,1,81.911975,16.058261,16.249361,1,145.701929,31.726076,56.008079
7,403,1.91439e+20,53.289835,3.623622,4.673512,1,53.131720,3.610524,4.667346,1,54.447428,3.872893,4.907317
7,404,3.10005e+20,89.805547,33.147423,33.148896,1,87.494485,31.705545,31.745266,1,83.120217,29.429275,29.667517
7,405,1.45663e+19,104.088451,33.258613,34.235196,1,80.074348,22.898896,23.286599,1,114.280810,37.230336,40.744124
7,406,1.83395e+19,104.696480,16.161487,16.613275,1,94.632860,14.455652,14.477540,0,0,0,0
7,407,6.29689e+20,128.409562,7.594793,9.336197,1,95.758589,5.746821,5.754487,1,138.127525,7.548618,10.999125
7,408,5.45031e+20,101.571312,32.842581,33.476961,1,100.597310,32.450860,32.971122,1,112.559706,37.089910,40.066946
7,409,2.58611e+19,113.770414,31.161028,33.962020,1,72.238514,16.275724,17.155572,1,140.212912,38.322790,59.645469
7,410,1.19686e+20,102.470341,31.569702,32.288743,1,52.475062,10.283144,13.121572,0,0,0,0
7,411,7.11309e+19,92.069990,38.405017,38.423346,1,74.464591,27.777944,28.887954,1,94.283543,39.523684,39.619831
7,412,3.8902e+19,149.041433,11.611599,21.995591,1,50.396003,3.532021,4.878036,0,0,0,0
7,413,1.68873e+19,107.127188,10.114637,10.523437,1,104.935181,9.869613,10.162597,1,109.693517,10.339163,10.910757
7,414,4.42958e+19,90.154435,22.087766,22.088264,1,84.527648,20.028680,20.141365,1,88.030987,21.240506,21.261215
7,415,3.90007e+18,88.493089,6.555448,6.569430,1,89.042334,6.610169,6.620255,0,0,0,0
7,416,5.00595e+20,105.084560,37.134361,38.402388,1,52.825928,11.792833,14.963551,0,0,0,0
7,417,2.16987e+20,67.138736,36.490634,39.704716,1,42.808819,15.967667,23.758799,1,105.102592,72.008748,74.520164
7,418,1.30436e+19,138.857097,9.939716,14.879618,1,88.041983,5.751221,5.764898,1,136.318296,9.515709,13.569791
7,419,7.7396e+19,74.270832,30.771931,32.036631,1,68.506401,26.951880,29.060210,1,90.499723,40.841737,40.841914
7,420,1.71861e+20,84.347781,12.269409,12.350777,1,85.388681,12.294743,12.352428,0,0,0,0
7,421,7.91776e+18,87.290177,14.479005,14.506076,1,86.356273,14.068504,14.111176,1,84.771362,13.708923,13.785989
7,422,1.31774e+19,126.739029,8.955996,11.027857,1,117.866145,8.170296,9.138078,0,0,0,0
7,423,8.98114e+19,45.654702,16.356143,23.068208,1,43.188903,14.728407,21.734633,0,0,0,0
7,424,1.19632e+19,118.140014,11.144852,12.528843,1,90.512025,7.586850,7.588183,0,0,0,0
7,425,4.63617e+18,85.750063,16.428157,16.492938,1,73.136934,12.609682,13.250586,1,83.938643,15.731553,15.847077
7,426,4.77108e+20,79.075335,30.362143,30.964603,1,83.731211,32.931773,33.154049,1,73.391047,27.114970,28.360106
7,427,7.69775e+20,38.739783,38.592982,61.932624,1,39.189941,39.290309,62.435746,1,62.307948,82.372330,93.137992
7,428,3.817e+19,84.635325,37.796729,37.982431,1,62.782839,23.527972,26.561532,1,88.627109,40.631770,40.648754
7,429,3.97632e+19,92.670087,32.392316,32.418802,1,88.522094,30.397669,30.413609,1,107.329523,39.398413,41.209858
7,430,9.97799e+20,76.645040,28.327420,29.165385,1,74.679712,27.203363,28.264007,1,82.051680,31.342124,31.676167
7,431,6.42848e+20,70.824386,16.050083,17.065123,1,68.553851,14.997475,16.194543,1,66.027821,14.190932,15.622594
7,432,4.79296e+19,97.488214,21.744421,21.906083,1,92.478678,19.920905,19.931907,1,92.197181,19.827658,19.835581
7,433,1.93011e+20,89.537635,39.722025,39.725439,1,75.042086,30.443489,31.565349,1,139.832125,66.575953,102.976850
7,434,3.31639e+19,125.941524,35.393465,43.571029,1,104.116691,28.081760,28.906350,1,167.765608,42.277149,198.576829
7,435,1.46456e+19,86.557040,18.318975,18.365663,1,89.488455,19.066613,19.070326,1,82.887013,17.102172,17.261754
7,436,4.04119e+18,89.851490,14.810705,14.812624,1,87.363883,14.026865,14.052356,1,86.469217,13.831193,13.871279
7,437,9.76477e+20,102.312903,35.776013,36.572739,1,105.425703,36.901395,38.222666,1,100.323265,34.552425,35.083089
7,438,2.22992e+19,87.799722,26.044913,26.072643,1,87.521150,25.952967,25.986771,1,86.585929,25.564376,25.622629
7,439,4.66098e+20,54.636359,18.027049,22.263880,1,53.031432,17.162944,21.649116,1,63.837031,22.998192,25.733122
7,440,3.9462e+20,89.559758,36.190293,36.193451,1,87.497240,34.773604,34.816123,1,93.838711,38.393794,38.467225
7,441,1.28905e+20,70.163191,22.422752,23.932485,1,67.836238,21.273545,23.078145,1,74.010728,24.280898,25.333806
7,442,9.53025e+19,92.179298,13.199306,13.202759,1,93.309872,13.315830,13.328004,1,90.074448,12.676284,12.677616
7,443,8.32673e+18,89.401162,8.011867,8.016891,1,88.910235,7.927496,7.935256,1,87.142125,7.718639,7.740819
7,444,8.05473e+19,89.549758,3.316149,3.324328,1,85.625287,3.108099,3.140123,1,90.017057,3.341862,3.348325
7,445,7.27392e+18,109.877918,12.920987,13.644229,1,89.302691,9.794177,9.801904,1,107.874662,12.470930,13.019188
7,446,6.92345e+18,73.121455,12.750737,13.386940,1,72.175800,12.488776,13.184312,1,71.325316,12.331875,13.086364
7,447,2.07919e+19,129.936400,17.337846,22.427831,1,126.827978,16.902124,20.951811,0,0,0,0
7,448,1.35249e+19,108.145778,12.028619,12.593319,1,108.724358,12.078996,12.686917,1,109.188189,12.075091,12.716457
7,449,8.64968e+19,77.477211,4.420176,4.578173,1,81.281504,4.697785,4.789527,1,75.569430,4.240966,4.438157
7,450,2.49834e+19,89.240745,32.368670,32.374790,1,82.631964,28.841336,29.108079,1,86.697637,31.000666,31.064445
7,451,1.44322e+20,69.133097,39.587181,42.448176,1,68.036648,38.626705,41.736457,1,89.966401,58.845815,58.846341
7,452,1.24966e+20,90.290951,37.952443,37.952444,1,75.836745,29.193029,30.159382,1,95.101510,40.798749,40.943640
7,453,2.88031e+19,70.938260,30.540154,32.388341,1,70.357191,30.187754,32.131959,1,85.990296,40.803598,40.919661
7,454,1.65916e+19,71.723346,13.389495,14.172399,1,70.733625,13.125092,13.979440,1,72.912909,13.799681,14.503616
7,455,4.0408e+18,79.292332,13.074090,13.345751,1,80.479446,13.346263,13.568259,1,76.911389,12.533446,12.916580
7,456,5.40615e+19,75.246463,38.353553,39.716797,1,68.435240,32.998814,35.565756,1,100.764911,58.648570,59.659773
7,457,3.53226e+19,104.876356,34.669861,35.819420,1,72.395984,19.493929,20.516414,0,0,0,0
7,458,2.49671e+19,165.820324,39.451187,160.233965,1,11.874295,0.690607,4.338105,0,0,0,0
7,459,3.74112e+20,119.153404,17.520520,19.903675,1,117.248557,17.241237,19.247708,1,111.751825,16.307974,17.446027
7,460,1.52773e+20,96.280703,39.643777,39.861316,1,88.950462,35.195499,35.205713,1,116.550404,49.988304,55.780336
7,461,1.54608e+19,109.155382,14.731333,15.526034,1,81.264132,9.407141,9.550660,0,0,0,0
7,462,5.72893e+20,135.336863,7.250324,10.030504,1,107.849242,5.790615,5.986916,1,135.492503,7.115642,9.822866
7,463,8.95107e+18,92.117663,17.044611,17.050037,1,92.769102,16.908443,16.919717,0,0,0,0
7,464,2.6726e+19,128.039382,21.154670,26.617938,1,39.310700,3.652916,6.146963,0,0,0,0
7,465,6.06354e+20,43.064952,5.583176,8.401050,1,43.839972,5.739445,8.504576,1,41.235086,5.370513,8.386619
7,466,4.16579e+19,90.062179,30.642859,30.643313,1,41.407221,7.845497,12.090322,0,0,0,0
7,467,1.10785e+20,76.921172,10.201679,10.526439,1,75.660762,9.957933,10.336355,1,79.575586,10.761309,10.984325
7,468,1.90518e+19,123.516481,37.965111,45.395121,1,98.361376,28.266857,28.539885,1,150.154289,44.081681,88.203981
