Seed,ID,Energy,Psi(deg),Impact(km),Ground(km),Triggered,Psi(deg),Impact(km),Ground(km),Cherenkov,Psi(deg),Impact(km),Ground(km)
2,21,4.14E+19,84.672944,33.398153,33.562505,1,81.157432,31.090996,31.497095,1,159.768428,65.26383,188.175763
2,22,3.88E+20,168.119696,15.828584,75.929516,1,20.050659,0.736802,2.708589,0,0,0,0
2,23,3.22E+20,70.141198,29.019348,30.927501,1,70.520566,29.239242,31.0863,1,70.020817,28.989097,30.919289
2,24,2.15E+20,122.816247,14.092832,16.638392,1,118.887065,13.560578,15.37628,1,121.48937,13.765062,16.018361
2,25,3.11E+18,86.306652,6.419648,6.449022,1,87.10909,6.453031,6.474445,1,84.529183,6.19987,6.250599
2,26,6.14E+19,93.698311,37.2316,37.295819,1,51.494254,13.415075,17.317292,1,108.802654,44.998187,47.461356
2,27,5.55E+20,109.200902,23.646561,24.966444,1,102.904896,21.791265,22.308342,1,109.86993,23.579244,24.996107
2,28,8.72E+18,63.208079,15.448738,17.455909,1,61.961717,14.840556,16.969747,0,0,0,0
2,29,5.91E+19,84.920813,34.257215,34.411483,1,64.148329,21.388706,23.869253,1,158.05962,67.486305,180.099609
2,30,3.62E+19,89.153667,34.426552,34.433848,1,83.745164,31.206771,31.416234,1,96.185165,38.129197,38.331276
2,31,2.83E+19,100.38998,33.104482,33.620227,1,85.162317,26.066814,26.177718,1,147.136865,49.00943,90.007911
2,32,5.13E+20,165.428454,39.08382,154.564666,1,19.774346,1.528904,5.089791,0,0,0,0
2,33,8.77E+20,93.556378,32.589863,32.627558,1,91.517079,31.650345,31.652707,0,0,0,0
2,34,1.37E+20,121.066052,17.551752,20.3691,1,121.956808,17.697605,20.732878,1,123.249678,17.773701,21.120629
2,35,1.08E+20,135.697637,38.501053,54.88002,1,19.289395,1.30346,4.619289,0,0,0,0
2,36,2.42E+19,126.912562,35.658201,44.447285,1,103.887161,28.159632,28.958563,1,156.296071,41.580268,102.97362
2,37,3.27E+20,132.762214,38.788852,52.609801,1,102.337953,29.083437,29.719094,1,135.988509,39.397733,56.453604
2,38,7.17E+20,63.977743,24.325649,27.186929,1,31.226842,7.003524,14.164237,0,0,0,0
2,39,1.69E+20,124.795792,24.402271,29.530356,1,91.459503,16.645557,16.646299,1,128.357877,24.679472,31.262872
2,40,5.80E+20,60.643894,30.980268,35.660258,1,59.334417,29.822986,34.793418,1,69.306536,38.178899,40.88971
2,41,7.48E+19,90.04716,9.47841,9.480359,1,89.978512,9.48167,9.483855,1,89.664941,9.439482,9.442931
2,42,4.46E+19,160.050677,4.545504,12.486981,1,174.215822,0.033133,2.679436,0,0,0,0
2,43,7.36E+18,82.552019,19.272549,19.464183,1,85.970371,20.206441,20.271855,0,0,0,0
2,44,1.68E+20,154.353406,23.266635,53.30949,1,84.899085,11.43677,11.503143,0,0,0,0
2,45,5.33E+19,144.471764,26.816472,45.865386,1,89.10197,15.459769,15.466145,1,149.224194,27.060212,52.546725
2,46,1.04E+20,136.267117,39.321293,56.634187,1,52.317781,9.503712,12.191747,1,148.874214,41.337212,79.580861
2,47,6.14E+19,85.360792,33.664626,33.792282,1,79.146224,29.892644,30.476543,1,168.494404,65.259876,326.184304
2,48,5.50E+19,103.499334,25.551839,26.230555,1,101.961386,25.096436,25.611829,1,114.556583,28.79237,31.564787
2,49,2.89E+20,76.156954,39.71303,40.952751,1,79.105173,41.908916,42.71863,1,89.484328,50.287556,50.29189
2,50,8.22E+19,98.107305,23.059364,23.229072,1,80.559843,18.30441,18.63927,0,0,0,0
2,51,9.92E+19,142.449829,18.621521,30.285096,1,113.689297,15.121712,16.423427,1,144.119134,18.562127,31.384341
2,52,4.20E+20,66.379418,34.531015,37.805473,1,65.243918,33.624063,37.149949,1,68.571281,36.330305,39.133053
2,53,2.73E+19,137.076059,36.426916,53.261235,1,77.061574,17.394807,17.897765,0,0,0,0
2,54,4.14E+20,92.239342,30.89255,30.908986,1,91.747384,30.633693,30.642495,1,93.007164,31.208163,31.241329
2,55,8.43E+19,90.59177,13.255904,13.256057,1,83.592897,11.471131,11.567448,0,0,0,0
2,56,2.32E+20,117.183968,26.049254,29.16536,1,80.89608,16.401111,16.64914,0,0,0,0
2,57,2.13E+20,71.567187,13.408283,14.212071,1,74.69006,14.279704,14.869886,0,0,0,0
2,58,2.05E+19,86.432005,20.381365,20.434398,1,83.357374,19.320689,19.475585,1,89.044012,21.227544,21.234779
2,59,5.17E+19,38.137109,27.214672,44.331658,1,33.743809,21.526884,39.061998,0,0,0,0
2,60,9.72E+19,94.627626,29.100548,29.178213,1,97.330659,30.207389,30.427978,1,92.723007,28.312136,28.334254
2,61,1.17E+19,92.168948,26.07382,26.084293,1,89.678839,25.135265,25.138274,1,88.785488,24.802273,24.814346
2,62,1.77E+20,106.737794,23.939861,24.935372,1,108.612788,24.460972,25.739575,1,106.323249,23.786571,24.723728
2,63,1.86E+20,139.443839,21.41405,32.484737,1,80.589172,12.482064,12.721287,0,0,0,0
2,64,3.20E+18,88.805066,13.962506,13.971239,1,87.179395,13.527343,13.555248,1,176.405651,24.995939,395.484236
2,65,1.71E+20,81.571978,27.988213,28.32486,1,82.051009,28.255739,28.559205,1,87.520584,30.998852,31.037446
2,66,8.21E+19,122.162072,27.107672,31.880363,1,89.808054,18.687776,18.689991,0,0,0,0
2,67,7.60E+18,85.809939,21.095053,21.167219,1,84.363751,20.577078,20.697791,1,86.419751,21.320143,21.375313
2,68,3.10E+20,89.6579,27.876981,27.87942,1,89.76411,27.935506,27.937307,1,96.815498,30.947011,31.143741
2,69,2.05E+20,112.364347,38.292493,41.290613,1,109.911818,37.318411,39.589045,1,109.223603,36.961214,39.045522
2,70,5.04E+20,58.457928,35.983639,42.385864,1,59.996449,37.472688,43.425705,0,0,0,0
2,71,5.87E+20,89.401921,22.99647,23.000683,1,89.288231,22.845836,22.850962,1,94.435715,24.689015,24.748472
2,72,1.21E+20,90.981385,25.616355,25.617462,1,88.476957,24.540478,24.555302,1,89.726693,25.033989,25.036034
2,73,9.52E+20,96.196417,36.123679,36.314731,1,48.334669,11.488984,15.559011,0,0,0,0
2,74,1.92E+20,87.445558,28.901837,28.948967,1,69.179867,19.731363,21.249094,1,88.081161,29.16121,29.191774
2,75,6.77E+20,12.920611,25.18937,113.528271,1,14.053541,27.47529,113.948737,0,0,0,0
2,76,1.04E+20,98.50497,30.729657,31.041917,1,97.702635,30.405303,30.655598,1,99.161409,30.980121,31.348621
2,77,3.85E+18,107.876982,17.212366,17.999949,1,103.668777,16.484181,16.900796,0,0,0,0
2,78,3.11E+19,101.767976,39.947113,40.741147,1,92.764327,35.161182,35.188605,0,0,0,0
2,79,5.07E+19,90.134734,35.747891,35.748082,1,87.404933,33.680222,33.724496,0,0,0,0
2,80,1.58E+19,90.171628,6.249805,6.252434,1,90.247835,6.165791,6.168227,0,0,0,0
2,81,2.52E+19,88.37384,21.166364,21.18168,1,88.855841,21.142387,21.151668,0,0,0,0
2,82,2.08E+20,92.167424,35.85892,35.877576,1,87.863981,33.218628,33.249793,1,94.416467,36.789637,36.884289
2,83,8.68E+18,85.446469,11.016163,11.069334,1,85.289713,10.998937,11.055066,1,84.386169,10.85661,10.931078
2,84,1.05E+20,144.59168,8.537645,14.45134,1,131.111096,7.944775,10.369649,1,143.996806,8.350269,13.927496
2,85,2.89E+20,72.038938,16.064149,16.959721,1,71.617105,15.93764,16.86906,1,68.509017,14.988214,16.19606
2,86,2.31E+20,109.542403,23.441638,24.802143,1,112.07276,24.070067,25.890875,1,109.46438,23.347942,24.691102
2,87,3.78E+20,102.927119,18.268488,18.690099,1,101.689116,17.984108,18.317035,0,0,0,0
2,88,5.14E+20,50.32392,19.494249,25.501772,1,52.992898,21.025792,26.487212,0,0,0,0
2,89,3.67E+19,80.692277,39.514794,40.083599,1,74.880409,35.044044,36.368607,1,105.713801,56.810597,58.946875
2,90,3.26E+19,127.839545,22.524533,28.350212,1,117.165143,20.607103,23.049235,1,133.042303,23.110459,31.414958
2,91,3.24E+19,83.53334,35.098602,35.348655,1,80.956238,33.244613,33.698335,0,0,0,0
2,92,1.10E+20,84.774746,17.160791,17.251863,1,84.354646,17.052742,17.1568,1,89.54261,18.550819,18.554086
2,93,3.73E+19,77.566343,10.926023,11.234313,1,77.06337,10.837205,11.167168,1,75.925543,10.651652,11.03326
2,94,4.55E+20,43.439856,39.75073,58.036101,1,42.624776,37.928511,56.239102,1,128.983286,197.107686,253.398806
2,95,5.63E+20,96.643938,39.015934,39.247962,1,82.089674,30.781463,31.117288,1,99.826144,40.438917,40.993497
2,96,1.18E+20,82.269551,29.551067,29.853183,1,54.076452,15.736002,19.594048,0,0,0,0
2,97,4.88E+20,96.939443,37.790264,38.023664,1,96.111751,37.631022,37.806171,0,0,0,0
2,98,6.05E+18,135.494351,22.581072,31.988574,1,89.955545,14.288385,14.290282,0,0,0,0
2,99,5.83E+19,118.935527,30.349577,34.568025,1,93.427341,22.295572,22.324376,1,171.994479,38.307586,273.632052
2,100,2.95E+19,4.701606,14.357223,178.235741,1,149.443616,1.707802,2.942784,0,0,0,0
2,101,7.85E+20,104.798772,36.996721,38.201572,1,112.357224,40.088725,43.246496,0,0,0,0
2,102,2.96E+19,100.157082,14.2018,14.393414,1,99.281857,14.006059,14.160548,1,99.824649,14.072449,14.24861
2,103,8.56E+18,141.122692,29.316054,46.304631,1,66.716162,12.608194,13.869364,0,0,0,0
2,104,6.63E+20,104.763666,10.781225,11.096113,1,100.563166,10.195453,10.334291,1,104.180493,10.614528,10.897243
2,105,3.39E+19,41.489628,20.195929,30.792107,1,39.830411,19.036488,30.045338,0,0,0,0
2,106,4.38E+18,83.698649,6.396105,6.460375,1,83.032,6.331734,6.406641,1,85.511516,6.6212,6.660434
2,107,1.74E+20,87.537661,26.482049,26.516024,1,56.418004,12.473644,15.108569,0,0,0,0
2,108,8.71E+18,105.45879,15.352216,15.815756,1,93.767204,14.151823,14.160407,0,0,0,0
2,109,5.37E+19,139.448089,33.837124,51.788383,1,86.360234,19.086764,19.140651,1,143.820691,34.15881,57.56416
2,110,9.51E+18,90.843532,16.75901,16.759071,1,91.752346,16.908656,16.911608,1,87.066535,15.72106,15.753283
2,111,7.45E+19,80.428051,30.13737,30.597294,1,78.846036,29.247141,29.850371,1,81.80586,30.932148,31.280664
2,112,5.36E+18,89.023728,12.716926,12.726412,1,86.086793,12.162568,12.212801,0,0,0,0
2,113,5.88E+19,78.112522,14.236101,14.591623,1,78.423946,14.283999,14.622965,1,76.888909,13.916572,14.337093
2,114,5.42E+20,48.050752,39.811096,53.729355,1,48.814973,40.872324,54.504621,1,48.957212,41.206869,54.829662
2,115,1.41E+20,73.086492,30.337272,31.841502,1,57.744253,21.434939,25.613872,0,0,0,0
2,116,6.10E+20,105.441542,36.457146,37.767547,1,103.212144,35.328858,36.242872,1,108.615254,37.609557,39.618705
2,117,1.89E+20,90.613657,18.964737,18.964737,1,90.728708,18.858682,18.858724,1,87.104546,17.805805,17.839802
2,118,1.70E+20,77.316025,35.017609,35.941544,1,76.057409,34.133959,35.223035,1,86.568205,41.328047,41.415447
2,119,2.66E+19,104.585012,25.578377,26.35926,1,110.148706,27.166121,28.836259,0,0,0,0
2,120,8.95E+18,74.125802,11.446835,11.971124,1,69.489973,10.312266,11.102092,1,74.427127,11.513623,12.021322
2,121,4.78E+20,123.257207,36.516195,43.515582,1,98.757689,27.940978,28.235589,1,137.619567,39.949366,59.01231
2,122,2.51E+19,111.980284,33.297298,35.813845,1,113.030045,33.711754,36.532816,1,116.383424,34.749744,38.675053
2,123,2.93E+19,171.963249,36.230082,257.455073,1,8.990704,0.362585,3.813233,0,0,0,0
2,124,8.40E+19,89.115752,34.215923,34.22372,1,85.719081,32.316604,32.422797,1,100.578196,40.343503,41.003691
2,125,1.76E+20,113.788497,30.374182,33.062735,1,114.747294,30.65945,33.622291,0,0,0,0
2,126,2.72E+19,70.662704,34.41469,36.546567,1,69.574738,33.605757,35.939174,1,127.375075,76.480638,96.080777
2,127,6.07E+20,151.369155,36.992916,76.786506,1,63.36764,12.144012,13.701377,0,0,0,0
2,128,9.17E+18,135.886046,16.61815,23.662198,1,100.357906,11.864348,12.025044,1,161.357819,17.964279,55.589021
2,129,1.80E+20,135.720844,23.045918,32.715963,1,128.235653,22.101957,27.912932,0,0,0,0
2,130,1.93E+20,110.094571,9.610004,10.160886,1,96.571831,7.885774,7.91716,0,0,0,0
2,131,7.83E+19,91.13072,32.766046,32.769052,1,42.96645,9.436321,14.063796,0,0,0,0
2,132,1.37E+19,96.262654,19.770162,19.863068,1,86.90348,17.079513,17.119727,1,101.724053,21.066615,21.465364
2,133,4.27E+19,119.919878,35.63085,40.749488,1,75.883831,23.866547,24.773148,0,0,0,0
2,134,9.02E+20,85.809312,16.100802,16.15998,1,85.089921,15.919166,15.996373,1,86.352521,16.270565,16.317675
2,135,3.22E+20,60.531517,39.941888,45.994393,1,61.292769,40.614714,46.419971,1,66.496648,46.376397,50.662222
2,136,3.23E+20,27.284091,12.400243,27.488088,1,26.948104,12.165517,27.287849,0,0,0,0
2,137,7.40E+20,31.145887,33.700093,65.487826,1,28.787443,29.11306,60.820112,0,0,0,0
2,138,3.37E+19,72.858324,29.396004,30.825188,1,71.653406,28.480641,30.073188,1,85.801511,37.374848,37.490715
2,139,7.59E+20,60.692833,26.586783,30.622295,1,59.327568,25.641919,29.953351,1,62.162911,27.669467,31.415634
2,140,3.55E+20,73.380031,16.86491,17.700599,1,46.769883,7.60712,10.771003,1,73.371114,16.856094,17.698392
2,141,4.92E+20,95.516537,38.601075,38.761858,1,77.404747,27.648045,28.375275,1,90.92975,35.356733,35.358705
2,142,2.93E+20,81.093085,39.911712,40.430862,1,74.025559,34.711192,36.163493,1,135.26765,75.504461,107.079136
2,143,2.04E+19,126.586364,34.185813,42.40731,1,84.137376,20.257225,20.388224,1,175.549547,40.63339,520.739348
2,144,6.04E+20,100.446827,28.22236,28.661892,1,44.035699,6.984599,10.257053,0,0,0,0
2,145,1.62E+20,101.002609,34.36974,34.972971,1,89.199588,28.650804,28.657313,0,0,0,0
2,146,2.16E+19,92.284428,31.617418,31.630629,1,87.652781,29.494097,29.534955,0,0,0,0
2,147,7.77E+20,94.586097,35.691042,35.78831,1,79.291976,27.384311,27.913048,1,102.091195,39.228495,40.070956
2,148,5.10E+19,64.545451,37.713162,41.870356,1,65.513785,38.664818,42.584178,1,166.683592,114.457498,496.025665
2,149,3.33E+20,102.564742,27.698533,28.333961,1,90.779642,23.184966,23.185246,1,105.717143,28.455637,29.504874
2,150,2.42E+20,12.84316,33.360923,150.985436,1,14.627781,38.216399,152.11704,0,0,0,0
2,151,3.43E+19,75.279327,29.214204,30.259941,1,75.251886,29.201198,30.250403,1,78.077489,30.915951,31.641297
2,152,6.01E+20,97.604057,28.172098,28.389162,1,100.398109,29.208744,29.650823,1,96.913568,27.894531,28.069134
2,153,1.24E+19,112.991897,18.384806,19.877759,1,100.621837,15.724142,15.958009,1,116.688067,18.76764,20.894556
2,154,7.22E+19,156.879309,9.552627,23.843298,1,62.603044,3.395578,3.937272,0,0,0,0
2,155,2.95E+19,84.537392,29.257068,29.410359,1,78.266821,25.639097,26.228573,1,82.721209,27.921497,28.1746
2,156,3.34E+20,46.196198,33.906307,47.184826,1,45.741488,33.03297,46.330311,1,153.710542,165.690624,373.668354
2,157,2.09E+20,94.855948,17.669082,17.71591,1,98.083326,18.45962,18.615831,1,95.175504,17.726083,17.78063
2,158,6.82E+19,92.312137,21.438548,21.44886,1,92.346934,21.293722,21.304328,1,89.334562,20.325181,20.329868
2,159,6.99E+19,135.374449,17.53168,24.67776,1,126.199372,16.564288,20.326072,0,0,0,0
2,160,6.09E+19,86.380457,12.129692,12.168232,1,85.885557,12.045687,12.092854,1,85.121624,11.913115,11.975168
2,161,1.23E+20,129.38484,38.30362,49.39432,1,76.85696,19.185703,19.749529,1,174.992878,45.002367,513.327398
2,162,1.41E+20,67.347117,20.455324,22.25223,1,65.793993,19.709607,21.703201,1,65.237716,19.539495,21.61404
2,163,1.88E+19,86.094523,17.354684,17.410304,1,83.532121,16.568064,16.698725,1,90.208209,18.474746,18.475263
2,164,3.27E+19,134.223609,27.934307,38.785418,1,120.808084,24.640938,28.570269,0,0,0,0
2,165,2.77E+20,100.119459,38.059577,38.615242,1,95.430133,35.992574,36.130961,0,0,0,0
2,166,8.91E+20,114.391224,24.027132,26.290347,1,97.521466,19.22105,19.362107,0,0,0,0
2,167,5.59E+20,81.570083,12.004313,12.170841,1,78.151601,11.24774,11.541962,1,80.55067,11.794961,11.996738
2,168,1.31E+19,115.80935,30.526014,33.792696,1,67.846225,15.311476,16.631667,0,0,0,0
2,169,2.24E+20,80.826406,14.103497,14.320065,1,79.336058,13.47304,13.749098,1,79.46803,13.545759,13.81667
2,170,5.54E+19,130.307205,20.035763,26.031221,1,90.772702,12.950647,12.951115,0,0,0,0
2,171,1.52E+20,159.519622,10.555247,29.568716,1,31.481761,1.196145,2.662715,0,0,0,0
2,172,1.09E+20,93.485795,15.159104,15.176336,1,93.813636,15.178959,15.200627,1,89.749023,14.281762,14.284175
2,173,3.17E+19,91.664685,33.505118,33.514047,1,82.010777,28.326777,28.633187,1,101.451382,38.364627,39.103823
2,174,8.94E+20,46.485467,26.114407,36.207503,1,45.364768,24.923349,35.229961,1,52.383306,31.631319,40.093175
2,175,8.76E+20,47.894243,33.192249,44.958882,1,47.852334,33.139054,44.916994,1,60.853584,48.125566,55.238552
2,176,4.09E+20,47.56332,14.170921,19.411577,1,50.45486,15.506439,20.298768,0,0,0,0
2,177,4.83E+19,65.696079,19.188932,21.152338,1,62.762963,17.768046,20.094698,1,66.84514,19.692074,21.50956
2,178,4.38E+20,113.088412,36.8068,39.926866,1,99.610162,30.958819,31.366209,1,109.073296,34.803765,36.756764
2,179,5.72E+20,126.83658,20.423145,25.278959,1,88.426529,13.316045,13.333615,1,127.879914,20.232306,25.387578
2,180,2.54E+20,120.223336,18.645963,21.462718,1,94.278203,13.390374,13.414232,0,0,0,0
2,181,7.72E+20,56.326491,15.590438,18.916374,1,57.129972,15.922534,19.134193,0,0,0,0
2,182,4.94E+20,82.585673,5.64651,5.72437,1,86.889989,6.034038,6.057409,1,82.356846,5.614539,5.695804
2,183,1.64E+20,90.788044,34.592429,34.593337,1,62.310768,18.527281,21.04226,1,94.816616,36.246884,36.357141
2,184,3.78E+20,82.448727,15.591247,15.756692,1,80.929852,15.177793,15.404706,1,84.725911,16.233388,16.323004
2,185,2.13E+19,122.867111,39.767455,47.21579,1,100.753617,30.724724,31.236187,0,0,0,0
2,186,9.46E+19,66.913029,24.744147,26.996276,1,66.459512,24.498326,26.822166,1,61.537024,21.884931,25.018217
2,187,3.61E+20,78.717147,39.400242,40.221893,1,72.76987,34.66044,36.358795,1,79.452048,39.693732,40.41812
2,188,3.29E+20,109.225566,38.675571,40.837718,1,90.30269,30.0079,30.008516,1,109.975183,38.64036,40.987709
2,189,2.20E+20,21.307451,32.709159,90.682949,1,21.321572,32.486892,90.012823,0,0,0,0
2,190,5.92E+19,84.004568,22.63366,22.780025,1,75.336746,18.744769,19.429196,0,0,0,0
2,191,6.02E+19,103.86345,24.111692,24.78029,1,104.022418,24.185696,24.873027,1,103.138262,23.882561,24.472706
2,192,1.38E+18,92.199088,9.525147,9.526458,1,80.158994,7.541649,7.693,0,0,0,0
2,193,1.72E+20,63.320069,23.337976,26.221169,1,61.918628,22.37337,25.46714,1,60.315052,21.552105,24.923795
2,194,3.38E+19,95.865903,22.253575,22.351041,1,94.466203,21.841392,21.893196,1,93.369994,21.488581,21.514947
2,195,4.31E+20,104.585687,37.819131,39.025224,1,103.017573,37.032989,37.962517,1,144.89979,52.328481,90.710501
2,196,2.21E+20,89.080182,31.750314,31.758325,1,89.245503,31.706969,31.71305,1,84.526678,29.34343,29.498021
2,197,2.52E+20,84.79632,30.780683,30.927003,1,84.237812,30.360874,30.535977,1,82.998545,29.733525,29.982236
2,198,1.15E+19,120.180266,3.507258,3.923993,1,80.014152,2.081761,2.170384,0,0,0,0
2,199,8.25E+19,87.725193,35.767764,35.80756,1,79.363851,30.584896,31.170512,1,96.215945,40.332216,40.542708
2,200,2.44E+20,115.928946,22.224556,24.615679,1,115.267445,22.107197,24.352443,1,118.111631,22.610761,25.528763
2,201,9.42E+18,85.699146,26.469736,26.569791,1,84.388558,26.024282,26.182164,0,0,0,0
2,202,4.60E+20,72.718225,24.648464,25.883211,1,61.58643,18.400986,21.041031,1,68.444077,22.043007,23.788288
2,203,4.22E+18,93.371905,9.543177,9.550026,1,92.782674,9.4634,9.466955,1,92.483124,9.415624,9.417917
2,204,7.00E+20,89.966486,31.197634,31.198514,1,86.825937,29.621953,29.680233,1,91.041951,31.665246,31.66729
2,205,7.81E+19,104.614543,30.394319,31.348656,1,103.724191,30.099147,30.925841,1,102.264663,29.524198,30.162342
2,206,1.45E+19,93.680332,27.570481,27.615185,1,92.06956,26.915217,26.926234,1,174.943494,47.295709,534.322264
2,207,2.86E+19,85.548749,19.048408,19.12519,1,76.296125,15.938656,16.462824,1,83.43407,18.248225,18.39635
2,208,3.03E+19,79.983616,19.085198,19.419985,1,79.528087,18.961145,19.323466,1,74.469369,17.274468,17.990468
2,209,9.18E+20,168.63931,21.421775,107.642649,1,7.776927,0.242762,3.421668,0,0,0,0
2,210,2.88E+19,111.57009,33.860005,36.330072,1,95.879883,27.731523,27.858009,1,118.208464,36.045735,40.795234
2,211,3.07E+20,151.372023,34.513938,71.663342,1,101.582024,22.890459,23.325405,1,143.777636,33.021519,55.603952
2,212,4.70E+20,105.656601,23.354802,24.199469,1,93.578625,19.530427,19.557091,1,104.806171,22.728037,23.456569
2,213,2.05E+20,135.284767,30.141909,42.589178,1,102.041569,22.135559,22.58194,1,147.643668,31.554957,58.569376
2,214,1.92E+20,118.162016,23.348719,26.166919,1,119.163578,23.260734,26.319129,0,0,0,0
2,215,9.82E+19,87.541318,25.304554,25.33727,1,71.741121,18.161926,19.192015,0,0,0,0
2,216,7.52E+18,133.983823,23.867979,32.978615,1,110.98502,19.654779,20.975124,0,0,0,0
2,217,1.55E+20,85.748602,37.449863,37.568602,1,70.824536,27.274493,28.946933,0,0,0,0
2,218,1.94E+19,68.196642,18.590925,20.106789,1,68.422437,18.559179,20.040295,1,67.38788,18.202249,19.80482
2,219,7.61E+20,60.173021,32.768163,37.918565,1,56.324119,29.239954,35.305973,1,65.126007,36.996815,40.897994
2,220,5.06E+20,115.841085,35.987414,39.888789,1,104.079131,31.390116,32.312423,1,132.285866,40.849533,55.034598
2,221,2.43E+20,104.515609,25.253626,26.03492,1,94.922989,21.865985,21.93052,0,0,0,0
2,222,2.56E+20,77.269775,19.712402,20.255647,1,78.754454,20.191868,20.628129,1,78.516076,20.141912,20.595249
2,223,4.64E+20,106.047962,37.764652,39.238704,1,98.136027,34.07324,34.391539,1,107.98799,38.55205,40.468519
2,224,6.46E+19,93.008301,24.322911,24.346753,1,91.923987,23.960479,23.968091,1,96.274198,25.479711,25.611962
2,225,2.38E+19,87.047577,16.841722,16.875607,1,86.923482,16.789809,16.825981,1,92.696276,18.348371,18.360377
2,226,2.21E+20,90.452689,17.232442,17.232562,1,91.680272,17.509959,17.512756,1,93.767585,18.0467,18.073692
2,227,7.35E+19,102.537931,28.635637,29.287773,1,77.637377,19.355047,19.86311,0,0,0,0
2,228,1.75E+20,69.920188,39.917791,42.675153,1,67.203223,38.829135,42.321565,0,0,0,0
2,229,2.75E+19,69.539751,16.756113,17.966542,1,63.755315,14.397432,16.160326,1,70.491878,16.988342,18.10092
2,230,2.29E+19,92.207493,19.837029,19.845058,1,90.849834,19.284973,19.285165,1,95.231049,20.563793,20.632452
2,231,7.06E+19,99.710321,37.732224,38.244579,1,94.709065,35.179997,35.282145,1,102.451687,39.085558,39.980306
2,232,7.12E+18,100.942173,21.494329,21.854094,1,96.432103,20.204194,20.310339,1,99.756246,21.107592,21.383446
2,233,7.29E+20,65.461209,21.166082,23.359917,1,66.957472,21.562812,23.518424,0,0,0,0
2,234,3.18E+19,144.080639,5.979361,9.908109,1,104.575612,4.176645,4.265936,1,141.687678,5.654805,8.85715
2,235,2.34E+19,82.451204,36.708112,37.065157,1,78.634544,34.22646,34.965357,0,0,0,0
2,236,8.62E+20,110.378269,18.949068,20.140883,1,107.77926,18.236213,19.087766,1,111.891998,19.015666,20.414089
2,237,5.68E+20,91.360724,4.907886,4.90862,1,94.883151,5.131154,5.136615,1,88.809094,4.687898,4.697382
2,238,2.10E+20,103.304215,37.371779,38.353004,1,86.723818,28.920942,28.981146,1,104.211748,37.302442,38.427214
2,239,1.81E+19,83.351533,22.287911,22.465399,1,81.062195,21.401049,21.699635,1,91.865102,25.490179,25.497502
2,240,6.27E+20,18.899429,15.094038,47.221245,1,19.678708,15.794295,47.497909,0,0,0,0
2,241,5.94E+20,145.170172,33.463289,58.302335,1,72.476446,13.618232,14.34569,1,139.552268,31.788067,48.763806
2,242,2.33E+20,84.786955,16.994859,17.084968,1,85.942168,17.299692,17.358593,1,88.902832,18.153068,18.161358
2,243,2.50E+20,173.944433,18.549884,162.03665,1,0.605525,0.000011,32.309824,0,0,0,0
