Seed, ID, Energy, Psi, Impact, Triggered, Psi, Impact, Cherenkov, Psi, Impact
2, 74, 7.77413e+20, 1.270227, 33.901687, 1, 1.213328, 31.449443, 1, 1.533118, 44.567597
2, 75, 1.90915e+19, 1.050187, 31.854784, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 76, 5.22892e+17, 1.983728, 3.178689, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 77, 1.64656e+20, 1.690310, 38.335275, 1, 1.537783, 33.422802, 1, 2.040640, 47.758679
2, 78, 1.44591e+19, 1.042888, 31.933750, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 79, 2.45752e+20, 2.665272, 18.591127, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 80, 3.34306e+20, 2.069570, 27.713898, 1, 0.434309, 5.508155, 0, 0.000000, 0.000000
2, 81, 7.86222e+20, 2.023742, 34.299992, 1, 1.845867, 30.548656, 1, 1.981597, 33.230833
2, 82, 4.9346e+20, 1.864354, 32.558180, 1, 1.828785, 32.201332, 0, 0.000000, 0.000000
2, 83, 2.48287e+19, 1.470892, 32.655700, 1, 1.107012, 22.562416, 0, 0.000000, 0.000000
2, 84, 8.25498e+20, 1.966186, 37.266894, 1, 1.739027, 31.665027, 1, 1.977000, 37.171001
2, 85, 2.18131e+19, 1.656945, 13.646634, 1, 1.742313, 14.469312, 1, 1.589133, 12.775048
2, 86, 1.51681e+17, 0.793294, 30.441120, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 87, 3.53917e+20, 1.781750, 22.733765, 1, 1.555291, 18.483797, 0, 0.000000, 0.000000
2, 88, 1.03928e+19, 1.076981, 14.108097, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 89, 1.51074e+20, 1.471818, 27.236487, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 90, 1.11021e+20, 1.518052, 8.034073, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 91, 3.32843e+20, 1.556589, 12.256810, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 92, 6.81939e+19, 1.399962, 11.682315, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 93, 4.92815e+20, 1.496930, 37.871884, 1, 1.471586, 36.983579, 1, 1.392684, 34.281582
2, 94, 1.28103e+17, 1.007267, 38.763066, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 95, 6.41291e+20, 2.514380, 38.656791, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 96, 2.65919e+17, 1.383590, 25.115308, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 97, 1.89948e+20, 0.716191, 33.808146, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 98, 8.4253e+19, 1.270862, 17.366858, 1, 1.265709, 17.283110, 0, 0.000000, 0.000000
2, 99, 2.99741e+19, 1.600699, 21.908641, 1, 1.091837, 11.583708, 0, 0.000000, 0.000000
2, 100, 1.65793e+19, 1.832170, 19.023609, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 101, 2.30369e+20, 1.515386, 23.431509, 1, 1.483602, 22.687043, 1, 1.554828, 24.250898
2, 102, 1.37594e+17, 1.773521, 23.778703, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 103, 1.29921e+19, 0.892454, 15.839045, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 104, 2.12314e+19, 1.041336, 31.725051, 1, 0.396153, 11.731047, 0, 0.000000, 0.000000
2, 105, 6.06205e+18, 1.623206, 24.269219, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 106, 2.49723e+20, 0.330357, 11.682402, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 107, 6.94781e+19, 1.470628, 35.880940, 1, 1.300932, 29.658573, 1, 1.533277, 38.219336
2, 108, 8.41867e+20, 2.518683, 33.720001, 1, 1.441752, 17.172060, 1, 2.573384, 33.787526
2, 109, 4.23427e+18, 2.616459, 34.234210, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 110, 8.09159e+17, 1.183530, 34.245316, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 111, 5.21701e+18, 1.551784, 28.419627, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 112, 4.55847e+18, 0.625363, 31.529961, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 113, 1.47076e+19, 1.299353, 21.661299, 1, 1.177603, 18.710983, 0, 0.000000, 0.000000
2, 114, 1.02685e+20, 1.519753, 21.929669, 1, 1.511614, 21.769480, 1, 1.530586, 22.163800
