Seed, ID, Energy, Psi, Impact, Triggered, Psi, Impact, Cherenkov, Psi, Impact
3, 57, 6.37051e+19, 1.707799, 29.476249, 1, 1.725108, 29.886283, 1, 1.672160, 28.633671
3, 58, 1.68442e+19, 1.826768, 29.454306, 1, 1.675139, 26.296161, 1, 1.903761, 30.767888
3, 59, 2.70012e+20, 1.295282, 13.791059, 1, 1.219031, 12.512521, 1, 1.323123, 14.291448
3, 60, 4.7438e+19, 1.243459, 25.420972, 1, 1.237907, 25.263641, 1, 1.328377, 28.195772
3, 61, 6.19082e+19, 1.577403, 38.637710, 1, 1.297525, 28.282618, 1, 1.475872, 34.609338
3, 62, 9.34162e+20, 1.131939, 12.289705, 1, 1.027586, 10.335991, 1, 1.137078, 12.501427
3, 63, 5.15624e+19, 1.837203, 34.256869, 1, 1.813642, 33.832595, 0, 0.000000, 0.000000
3, 64, 1.20418e+20, 1.579895, 19.370304, 1, 1.575182, 19.295954, 1, 1.630107, 20.205405
3, 65, 8.27745e+19, 1.380069, 19.734558, 1, 1.416819, 20.497772, 1, 1.354060, 19.282139
3, 66, 3.73808e+19, 2.266833, 25.779701, 1, 1.264184, 11.033710, 0, 0.000000, 0.000000
3, 67, 1.94611e+20, 1.030555, 28.078731, 1, 1.061279, 29.319548, 1, 0.952109, 24.866392
3, 68, 4.03391e+20, 1.767095, 37.733068, 1, 1.723037, 36.429151, 1, 1.706374, 35.910908
3, 69, 2.70844e+20, 1.191587, 38.151003, 1, 0.897807, 23.096290, 1, 1.186678, 37.610343
3, 70, 6.02325e+19, 1.906874, 12.125798, 1, 1.867615, 12.062462, 0, 0.000000, 0.000000
3, 71, 1.44467e+18, 1.589389, 9.848169, 1, 1.953722, 12.583623, 0, 0.000000, 0.000000
3, 72, 8.87437e+19, 1.532691, 34.177763, 1, 1.442688, 31.155610, 1, 1.631882, 37.030216
3, 73, 3.19699e+20, 1.406194, 26.643780, 1, 1.423749, 27.035640, 1, 1.345547, 24.938993
3, 74, 8.56039e+20, 1.577534, 34.148920, 1, 1.596280, 34.547476, 1, 1.635788, 35.726514
3, 75, 3.35189e+20, 2.341439, 35.186964, 1, 1.423639, 17.420116, 0, 0.000000, 0.000000
3, 76, 4.91465e+19, 1.029727, 21.905415, 1, 0.960829, 19.350400, 1, 1.047787, 22.554139
3, 77, 4.24744e+19, 0.708743, 27.469114, 1, 0.701220, 26.812312, 0, 0.000000, 0.000000
3, 78, 1.29604e+20, 1.375117, 39.064697, 1, 1.451698, 42.194238, 0, 0.000000, 0.000000
3, 79, 2.35385e+20, 0.959209, 28.466115, 1, 2.902385, 12.490998, 0, 0.000000, 0.000000
3, 80, 4.6672e+19, 1.713832, 22.269494, 1, 1.695602, 21.920141, 1, 1.689563, 21.772777
3, 81, 2.87451e+18, 1.307379, 6.694284, 1, 1.284770, 6.462859, 1, 1.306326, 6.746434
3, 82, 1.16419e+20, 1.411270, 9.783269, 1, 0.286938, 2.929578, 0, 0.000000, 0.000000
3, 83, 5.10792e+19, 1.326374, 31.191581, 1, 0.978585, 18.377132, 0, 0.000000, 0.000000
3, 84, 7.58944e+20, 1.424170, 39.144032, 1, 1.274151, 32.346255, 1, 1.436660, 39.131497
3, 85, 1.20937e+20, 1.759552, 29.349171, 1, 1.188006, 15.821997, 1, 1.701507, 27.500531
3, 86, 3.53139e+20, 1.504616, 11.190389, 1, 1.507523, 11.190938, 1, 1.484678, 10.990866
3, 87, 4.95008e+20, 2.100517, 28.497911, 1, 2.101518, 28.548419, 0, 0.000000, 0.000000
3, 88, 4.82494e+19, 1.731106, 16.812051, 1, 1.567034, 14.268767, 0, 0.000000, 0.000000
3, 89, 5.73413e+20, 1.569845, 32.001063, 1, 1.213682, 20.881295, 0, 0.000000, 0.000000
3, 90, 4.42682e+19, 2.414230, 18.123791, 1, 1.770568, 13.010174, 1, 2.406861, 17.548068
3, 91, 5.97934e+19, 1.854034, 22.070181, 1, 1.777722, 20.913661, 1, 1.903789, 22.594736
3, 92, 5.18881e+20, 1.335551, 27.961316, 1, 0.812504, 11.564043, 1, 1.303755, 26.667690
3, 93, 3.46014e+18, 1.808932, 15.703855, 1, 1.748092, 15.040855, 1, 1.839915, 15.951069
3, 94, 4.14642e+19, 1.704767, 38.483352, 1, 1.355200, 27.076359, 1, 1.760029, 39.668483
3, 95, 3.2015e+20, 1.655047, 22.995733, 1, 1.147050, 12.595941, 0, 0.000000, 0.000000
3, 96, 7.33915e+20, 1.375308, 16.618595, 1, 1.400250, 16.980309, 1, 1.328853, 15.797703
3, 97, 7.65898e+20, 2.394961, 31.967763, 1, 1.347692, 17.272485, 0, 0.000000, 0.000000
3, 98, 1.3217e+19, 1.159858, 22.090025, 1, 1.079705, 19.535603, 0, 0.000000, 0.000000
3, 99, 3.26905e+20, 1.696441, 25.249955, 1, 1.653706, 24.150395, 1, 1.711453, 25.259308
3, 100, 1.22483e+19, 1.523611, 16.730610, 1, 1.501127, 16.362292, 1, 1.502103, 16.409767
3, 101, 1.051e+20, 1.741642, 22.870959, 1, 1.650881, 22.076178, 0, 0.000000, 0.000000
3, 102, 1.08496e+19, 2.322890, 27.292075, 1, 2.314937, 26.970962, 0, 0.000000, 0.000000
3, 103, 5.66331e+18, 1.876617, 12.888432, 1, 1.859284, 12.751696, 1, 1.867233, 12.706066
3, 104, 6.06221e+19, 1.728422, 17.051552, 1, 1.730450, 17.087934, 1, 1.753046, 17.307124
3, 105, 9.60391e+19, 2.909676, 39.156948, 1, 0.271303, 1.049223, 0, 0.000000, 0.000000
3, 106, 3.19977e+20, 1.816023, 18.916900, 1, 1.826825, 19.046121, 1, 1.857503, 19.332114
3, 107, 9.14098e+20, 1.383660, 29.868950, 1, 1.314270, 27.577906, 1, 1.466178, 32.423930
3, 108, 2.29518e+20, 1.723265, 36.134756, 1, 1.619761, 32.888033, 1, 1.677886, 34.494334
3, 109, 1.21479e+19, 1.103511, 20.863993, 1, 1.069347, 19.683142, 1, 1.109833, 21.073966
3, 110, 3.73802e+19, 1.387146, 31.956519, 1, 1.267279, 27.489166, 1, 1.356437, 30.647350
3, 111, 2.9461e+20, 1.130040, 21.163566, 1, 0.895054, 15.463434, 0, 0.000000, 0.000000
3, 112, 1.60753e+19, 1.597716, 19.441207, 1, 1.564528, 18.891581, 1, 1.548932, 18.653027
3, 113, 1.66611e+20, 2.501741, 27.613309, 1, 1.005284, 7.553402, 1, 2.427257, 26.029980
3, 114, 6.43072e+19, 1.423697, 35.287465, 1, 0.273633, 20.062322, 0, 0.000000, 0.000000
3, 115, 5.94861e+20, 1.361325, 25.327788, 1, 1.322291, 24.173010, 1, 1.372574, 25.653269
3, 116, 4.24191e+20, 1.349595, 6.981309, 1, 1.322394, 6.678522, 0, 0.000000, 0.000000
3, 117, 3.64408e+19, 2.210072, 20.768601, 1, 2.155715, 20.317166, 1, 2.216222, 20.568811
3, 118, 2.41147e+20, 0.903592, 25.955555, 1, 0.875029, 24.212496, 1, 0.870493, 24.305078
3, 119, 1.69943e+20, 1.454478, 27.920781, 1, 1.525256, 29.873319, 0, 0.000000, 0.000000
3, 120, 2.55767e+20, 1.508920, 37.210745, 1, 1.566848, 39.211125, 1, 1.442412, 34.860798
3, 121, 4.66992e+19, 2.273569, 33.717037, 1, 1.770057, 26.387483, 0, 0.000000, 0.000000
3, 122, 8.29498e+18, 2.781619, 19.382870, 1, 0.503592, 2.172402, 0, 0.000000, 0.000000
3, 123, 2.70116e+20, 1.557279, 22.138389, 1, 1.559559, 22.204589, 1, 1.535321, 21.747167
3, 124, 7.20529e+19, 2.141778, 26.261206, 1, 1.630232, 18.303536, 1, 2.167226, 25.949890
3, 125, 7.01747e+20, 1.581605, 27.694902, 1, 1.576977, 27.605017, 1, 1.626854, 28.789463
3, 126, 2.12737e+19, 2.074988, 34.192724, 1, 1.537525, 23.266525, 0, 0.000000, 0.000000
3, 127, 4.88901e+20, 1.613619, 19.652729, 1, 1.602258, 19.455200, 1, 1.648535, 20.199569
3, 128, 5.66445e+20, 1.636425, 22.009017, 1, 1.637208, 22.047877, 1, 1.627803, 21.856669
3, 129, 4.13611e+20, 0.457246, 20.874276, 1, 0.460819, 21.112387, 0, 0.000000, 0.000000
3, 130, 1.81565e+19, 1.657571, 29.653244, 1, 1.496697, 25.354273, 1, 1.616203, 28.331706
3, 131, 8.48485e+18, 1.379118, 14.326306, 1, 1.437372, 15.052827, 0, 0.000000, 0.000000
3, 132, 2.66816e+20, 2.564402, 13.340178, 1, 1.652227, 8.298116, 1, 2.569373, 12.783328
3, 133, 2.91995e+20, 1.977598, 10.876427, 1, 2.069026, 11.299775, 0, 0.000000, 0.000000
3, 134, 9.63242e+19, 1.556354, 27.387643, 1, 1.247475, 19.022633, 0, 0.000000, 0.000000
3, 135, 1.78686e+20, 1.664112, 34.461146, 1, 1.634867, 33.670463, 1, 1.740345, 36.584921
3, 136, 9.54952e+20, 1.508271, 23.637770, 1, 1.457141, 22.497825, 1, 1.502505, 23.514684
3, 137, 3.09722e+19, 0.783165, 37.348234, 1, 0.012232, 16.759234, 0, 0.000000, 0.000000
3, 138, 1.35237e+20, 1.596269, 16.481923, 1, 1.670317, 17.420076, 1, 1.574766, 16.064166
3, 139, 4.36631e+19, 1.567304, 34.383479, 1, 2.355822, 55.567198, 1, 1.613050, 35.595543
3, 140, 2.54453e+20, 2.127913, 22.750891, 1, 2.054569, 21.947940, 1, 2.103269, 22.286246
3, 141, 2.01388e+19, 1.842880, 35.227939, 1, 1.290246, 20.915319, 1, 1.860787, 35.470553
3, 142, 2.57936e+20, 2.324041, 31.655255, 1, 1.466551, 17.712626, 1, 2.308625, 30.899054
3, 143, 1.70863e+20, 1.800180, 12.189177, 1, 1.760140, 11.834657, 1, 1.821313, 12.259333
3, 144, 1.15621e+20, 1.841629, 37.824745, 1, 1.722807, 34.651671, 1, 1.932781, 40.058815
3, 145, 3.2035e+19, 2.043003, 22.578791, 1, 1.849699, 19.764145, 1, 2.069741, 22.414383
3, 146, 7.73377e+20, 1.074097, 27.981478, 1, 1.079081, 28.197348, 1, 1.052821, 27.393286
3, 147, 1.23681e+19, 2.150980, 28.977673, 1, 2.060443, 27.815782, 0, 0.000000, 0.000000
3, 148, 1.9351e+20, 1.544473, 22.080641, 1, 1.523086, 21.466581, 1, 1.520504, 21.437836
3, 149, 3.77129e+19, 2.039525, 5.248950, 1, 2.147677, 5.537656, 0, 0.000000, 0.000000
3, 150, 3.28127e+19, 1.834998, 18.175776, 1, 1.576613, 14.891567, 0, 0.000000, 0.000000
3, 151, 6.75266e+19, 1.623664, 17.320818, 1, 1.581185, 16.699827, 1, 1.644405, 17.583416
3, 152, 2.35155e+20, 0.931609, 10.799665, 1, 0.926003, 10.707499, 1, 0.943459, 11.276107
3, 153, 4.06102e+19, 2.768852, 30.426026, 1, 0.567463, 3.384251, 0, 0.000000, 0.000000
3, 154, 2.39308e+19, 1.327532, 14.820478, 1, 1.268062, 13.690371, 1, 1.341684, 15.028037
3, 155, 5.13659e+19, 2.495418, 24.252746, 1, 1.781520, 17.147247, 1, 2.434698, 23.508322
3, 156, 8.77665e+19, 1.198145, 38.353417, 1, 1.070976, 31.828711, 1, 1.222444, 39.515509
3, 157, 1.68117e+19, 1.296804, 21.563978, 1, 1.271411, 20.905427, 1, 1.368489, 23.406892
3, 158, 5.57541e+19, 1.514117, 4.761195, 1, 1.506153, 4.735156, 1, 1.505915, 4.776764
3, 159, 1.86548e+20, 1.342120, 36.020074, 1, 1.090776, 25.383978, 1, 1.316118, 34.478160
3, 160, 5.17253e+20, 0.882582, 20.418178, 1, 0.692681, 16.147693, 0, 0.000000, 0.000000
3, 161, 3.4175e+20, 1.702481, 39.493720, 1, 1.567546, 35.168186, 1, 1.784246, 42.007405
3, 162, 9.11406e+20, 1.566117, 22.176179, 1, 1.582123, 22.433593, 1, 1.543469, 21.678760
3, 163, 3.27184e+20, 2.031604, 25.780260, 1, 1.295801, 13.152507, 1, 2.019481, 25.108516
3, 164, 1.82859e+20, 2.041754, 35.102203, 1, 1.857252, 31.370298, 1, 2.123349, 36.447964
3, 165, 6.20631e+20, 1.358416, 21.429608, 1, 1.320641, 20.497613, 1, 1.357022, 21.443115
3, 166, 1.5754e+20, 1.703470, 10.546403, 1, 1.708484, 10.454120, 1, 1.705541, 10.383486
3, 167, 2.08283e+18, 2.121009, 7.315857, 1, 2.002677, 6.767174, 1, 2.994161, 8.610617
3, 168, 1.12527e+20, 1.834871, 31.942763, 1, 1.565494, 25.778299, 1, 1.830506, 31.513686
3, 169, 4.55412e+19, 1.746336, 30.735984, 1, 1.691703, 29.113016, 0, 0.000000, 0.000000
3, 170, 8.34747e+19, 2.578146, 34.164919, 1, 0.954844, 9.775551, 0, 0.000000, 0.000000
3, 171, 3.57851e+20, 1.784519, 39.870418, 1, 1.694067, 36.914062, 1, 1.773891, 39.198775
3, 172, 4.10271e+20, 2.079886, 27.752328, 1, 1.268862, 13.847269, 1, 2.108339, 27.622178
3, 173, 9.16946e+19, 2.589690, 36.561916, 1, 1.074807, 11.955265, 0, 0.000000, 0.000000
3, 174, 1.60811e+20, 1.867088, 23.700609, 1, 1.817301, 22.771401, 1, 1.817042, 22.669924
3, 175, 3.46473e+18, 1.594850, 9.169614, 1, 1.571763, 8.974453, 1, 1.599478, 9.189501
3, 176, 7.33603e+19, 1.319424, 20.974658, 1, 1.845816, 33.041359, 0, 0.000000, 0.000000
3, 177, 1.09488e+19, 0.943949, 17.529695, 1, 0.940437, 17.377135, 1, 0.933218, 17.406677
3, 178, 4.96977e+19, 1.563772, 37.942161, 1, 1.180912, 24.462079, 1, 1.504241, 35.694437
3, 179, 2.39165e+20, 1.196991, 38.081575, 1, 1.169111, 36.712352, 1, 1.233595, 40.002953
3, 180, 1.75548e+20, 1.191030, 33.296588, 1, 1.193853, 33.406399, 1, 1.188973, 33.352151
3, 181, 7.23092e+19, 1.863740, 18.616738, 1, 1.788657, 17.682719, 1, 1.838281, 18.171545
3, 182, 6.33099e+19, 2.228589, 26.816871, 1, 0.919746, 6.246344, 0, 0.000000, 0.000000
3, 183, 4.41992e+19, 1.444377, 25.384620, 1, 1.342619, 22.288675, 1, 1.443326, 24.976081
3, 184, 7.38337e+20, 0.682739, 25.099643, 1, 0.693953, 25.904249, 0, 0.000000, 0.000000
3, 185, 2.73347e+20, 1.690000, 13.982518, 1, 1.690823, 14.006901, 1, 1.681235, 13.863693
3, 186, 8.37432e+19, 1.708841, 30.109185, 1, 0.493865, 3.042246, 0, 0.000000, 0.000000
3, 187, 2.43961e+18, 1.416016, 3.680967, 1, 1.421082, 3.665015, 0, 0.000000, 0.000000
3, 188, 2.56567e+20, 1.588084, 36.141159, 1, 1.584177, 35.967046, 1, 1.606735, 36.681349
3, 189, 8.43965e+18, 1.813918, 14.144197, 1, 1.792715, 13.949404, 1, 1.828723, 14.190567
3, 190, 3.21307e+19, 1.595532, 39.005247, 1, 1.301299, 28.604893, 1, 1.686062, 42.267179
3, 191, 3.57375e+20, 1.477093, 26.891868, 1, 0.717481, 7.385841, 1, 1.409568, 24.516144
3, 192, 3.77629e+20, 1.263786, 24.287195, 1, 1.288571, 25.004749, 1, 1.227730, 23.465705
3, 193, 4.60129e+19, 2.116355, 21.971900, 1, 1.948487, 20.029278, 1, 2.130682, 21.869027
3, 194, 1.43057e+20, 1.295206, 20.986773, 1, 1.240079, 19.320437, 1, 1.271003, 20.214457
3, 195, 2.03055e+20, 1.908096, 38.318362, 1, 1.989099, 40.158616, 0, 0.000000, 0.000000
3, 196, 9.6241e+20, 1.111457, 29.712588, 1, 1.117366, 29.988679, 1, 1.072070, 28.304480
3, 197, 1.68655e+19, 2.476890, 29.276458, 1, 1.461940, 15.773886, 0, 0.000000, 0.000000
3, 198, 2.14007e+19, 1.800510, 24.025471, 1, 1.777041, 23.622844, 1, 1.871244, 25.069478
3, 199, 2.71634e+19, 2.831341, 29.495773, 1, 0.415518, 1.854130, 0, 0.000000, 0.000000
3, 200, 8.13288e+19, 1.877638, 31.724045, 1, 1.329117, 19.168121, 1, 1.846200, 30.588181
3, 201, 2.58429e+19, 1.748846, 15.510536, 1, 1.707237, 15.037675, 1, 1.741725, 15.367511
3, 202, 1.74259e+18, 1.753754, 10.444046, 1, 1.734464, 10.185155, 0, 0.000000, 0.000000
3, 203, 3.68135e+19, 1.522084, 34.222630, 1, 1.429711, 31.226431, 1, 1.606089, 37.023592
3, 204, 9.19952e+20, 1.209379, 22.474053, 1, 1.164063, 21.172792, 1, 1.187396, 22.013518
3, 205, 2.22334e+18, 1.351924, 8.571590, 1, 1.442005, 9.281062, 0, 0.000000, 0.000000
3, 206, 4.91128e+19, 2.592147, 25.745709, 1, 1.264702, 10.320613, 0, 0.000000, 0.000000
3, 207, 6.69065e+19, 2.253036, 33.971710, 1, 2.097081, 31.552670, 1, 2.242700, 33.566060
3, 208, 1.27454e+20, 0.947089, 37.675843, 1, 0.904206, 34.922280, 1, 1.006314, 41.881080
3, 209, 5.93125e+19, 2.423262, 29.415360, 1, 1.568851, 18.973391, 0, 0.000000, 0.000000
3, 210, 2.00388e+20, 2.295061, 39.754924, 1, 1.321993, 19.067164, 1, 2.409666, 40.569469
3, 211, 2.01635e+20, 1.880319, 27.864248, 1, 1.884733, 27.952746, 1, 1.870041, 27.572399
3, 212, 2.55258e+20, 2.678431, 30.831058, 1, 2.705188, 30.900560, 0, 0.000000, 0.000000
3, 213, 4.3197e+19, 1.126064, 14.692337, 1, 1.070599, 13.450386, 1, 1.134735, 14.943370
3, 214, 9.77e+19, 1.585217, 19.774582, 1, 1.575574, 19.624955, 1, 1.614065, 20.272154
3, 215, 2.11168e+20, 1.387307, 34.968447, 1, 1.413182, 35.796168, 1, 1.373195, 34.366027
3, 216, 3.43871e+20, 1.561668, 38.383356, 1, 1.459194, 34.724308, 1, 1.683995, 42.560529
3, 217, 5.286e+20, 1.566179, 31.974870, 1, 1.553216, 31.624988, 1, 1.587330, 32.600356
3, 218, 5.75639e+20, 1.668068, 16.428061, 1, 1.676644, 16.510804, 1, 1.667201, 16.352609
3, 219, 4.10986e+18, 1.490693, 5.554450, 1, 1.614747, 6.169827, 0, 0.000000, 0.000000
3, 220, 8.97085e+18, 1.755278, 23.293871, 1, 1.870501, 25.142850, 0, 0.000000, 0.000000
3, 221, 5.65119e+19, 1.173576, 38.314919, 1, 1.135099, 35.684105, 0, 0.000000, 0.000000
3, 222, 3.17651e+19, 1.328473, 18.625112, 1, 1.344412, 18.969388, 0, 0.000000, 0.000000
3, 223, 2.67121e+20, 2.578807, 8.600706, 1, 2.200920, 7.637374, 1, 2.583136, 8.251097
3, 224, 7.84563e+20, 1.962839, 33.629186, 1, 1.521663, 23.473730, 1, 1.961798, 33.020357
3, 225, 5.27458e+19, 1.599933, 19.602177, 1, 1.416047, 17.230872, 0, 0.000000, 0.000000
3, 226, 7.55808e+20, 1.635586, 19.335772, 1, 1.674131, 19.895943, 1, 1.592348, 18.573673
3, 227, 3.20754e+19, 1.443280, 37.779417, 1, 1.297632, 31.425873, 0, 0.000000, 0.000000
3, 228, 3.22693e+20, 1.385754, 37.269765, 1, 1.326906, 34.695877, 1, 1.339657, 35.302411
3, 229, 4.93653e+19, 1.237742, 24.357273, 1, 1.228430, 23.983199, 1, 1.216250, 23.760170
3, 230, 1.40434e+19, 1.452579, 23.913423, 1, 1.378100, 22.040469, 1, 1.447355, 23.733002
3, 231, 5.546e+20, 1.431830, 26.617991, 1, 1.391084, 25.533387, 0, 0.000000, 0.000000
3, 232, 6.95899e+18, 1.393351, 18.681711, 1, 1.389222, 18.585514, 1, 1.375337, 18.392928
3, 233, 3.5421e+20, 1.690747, 23.609321, 1, 1.689000, 23.355245, 0, 0.000000, 0.000000
3, 234, 9.9616e+20, 1.582601, 29.982604, 1, 1.556933, 29.212334, 1, 1.543333, 28.862990
3, 235, 1.33166e+20, 1.977512, 19.931904, 1, 1.977213, 19.948151, 1, 1.992469, 19.958821
3, 236, 2.12102e+19, 2.284423, 37.313608, 1, 1.134622, 13.994035, 1, 2.304746, 37.314004
3, 237, 5.06188e+20, 0.718682, 33.493595, 1, 0.074652, 9.634529, 0, 0.000000, 0.000000
3, 238, 9.03641e+19, 1.660805, 28.411467, 1, 1.610014, 27.212157, 1, 1.684427, 28.865828
3, 239, 3.12694e+20, 1.937086, 33.907939, 1, 1.575042, 25.347205, 1, 1.928399, 33.171419
3, 240, 3.67645e+20, 1.042364, 32.286706, 1, 1.062500, 33.244215, 1, 0.974356, 29.190879
3, 241, 2.91996e+18, 1.764540, 10.959183, 1, 1.717859, 10.589064, 1, 1.762445, 10.863216
3, 242, 3.91736e+19, 1.377547, 31.610238, 1, 1.234410, 26.308432, 1, 1.369706, 31.023512
3, 243, 4.37186e+20, 0.313870, 21.619206, 1, 0.242367, 15.078182, 0, 0.000000, 0.000000
3, 244, 7.47242e+20, 1.818024, 27.252028, 1, 1.737338, 25.568205, 1, 1.849370, 27.604078
3, 245, 1.22468e+20, 1.585466, 37.266967, 1, 1.364115, 29.843013, 1, 1.574517, 36.949481
3, 246, 8.04892e+20, 1.157283, 8.853258, 1, 1.225024, 9.593358, 0, 0.000000, 0.000000
3, 247, 1.75494e+20, 1.460047, 13.201815, 1, 1.256892, 10.212077, 1, 1.450030, 12.921397
3, 248, 3.36091e+20, 1.940593, 8.955909, 1, 1.977747, 9.117175, 1, 1.942787, 8.793863
